id,second_name,team_name,element_type,now_cost,total_points,minutes,goals_scored,assists,clean_sheets,bps,form,ict_index,next5_avg_difficulty,position,predicted_form,form_diff
724,Geertruida,Sunderland,2,45,10,337,0,0,0,56,1.5,11.6,3.6,DEF,1.4316128373736192,-0.06838716262638078
730,Brobbey,Sunderland,4,55,14,106,1,1,0,50,2.8,9.4,3.6,FWD,2.4616287289074537,-0.33837127109254617
735,Traoré,Sunderland,3,55,13,358,0,1,1,60,3.0,18.0,3.6,MID,2.4284100552713355,-0.5715899447286645
565,Vicario,Spurs,1,51,47,990,0,0,4,217,3.0,28.7,3.4,GK,2.9866295334594355,-0.013370466540564507
566,Austin,Spurs,1,39,0,0,0,0,0,0,0.0,0.0,3.4,GK,0.04223296633937468,0.04223296633937468
567,Kinský,Spurs,1,39,0,0,0,0,0,0,0.0,0.0,3.4,GK,0.04223296633937468,0.04223296633937468
568,Porro Sauceda,Spurs,2,55,46,863,0,2,4,180,4.0,41.3,3.4,DEF,4.594900142396014,0.5949001423960141
569,Romero,Spurs,2,50,34,747,0,1,3,148,0.5,28.0,3.4,DEF,0.6153771185673307,0.11537711856733068
570,Danso,Spurs,2,43,12,257,0,0,1,48,2.2,6.8,3.4,DEF,2.0124263931765696,-0.1875736068234306
571,Davies,Spurs,2,43,0,0,0,0,0,0,0.0,0.0,3.4,DEF,0.04223296633937468,0.04223296633937468
572,Drăgușin,Spurs,2,45,0,0,0,0,0,0,0.0,0.0,3.4,DEF,0.04223296633937468,0.04223296633937468
573,Spence,Spurs,2,45,31,758,0,0,4,103,2.5,18.1,3.4,DEF,1.9977671404383632,-0.5022328595616368
574,Udogie,Spurs,2,44,12,341,0,1,0,54,1.2,19.7,3.4,DEF,1.4270437822405695,0.22704378224056954
575,van de Ven,Spurs,2,48,58,979,3,0,4,210,6.5,40.8,3.4,DEF,5.590890428950342,-0.9091095710496582
576,Phillips,Spurs,2,40,0,0,0,0,0,0,0.0,0.0,3.4,DEF,0.04223296633937468,0.04223296633937468
577,Kōta,Spurs,2,40,0,0,0,0,0,0,0.0,0.0,3.4,DEF,0.04223296633937468,0.04223296633937468
578,Vušković,Spurs,2,39,0,0,0,0,0,0,0.0,0.0,3.4,DEF,0.04223296633937468,0.04223296633937468
579,Heung-min,Spurs,3,85,0,0,0,0,0,0,0.0,0.0,3.4,MID,0.04223296633937468,0.04223296633937468
580,Johnson,Spurs,3,67,28,467,2,0,3,99,1.5,25.1,3.4,MID,1.4173606061199195,-0.08263939388008046
581,Maddison,Spurs,3,69,0,0,0,0,0,0,0.0,0.0,3.4,MID,0.04223296633937468,0.04223296633937468
582,Kudus,Spurs,3,66,45,875,1,5,4,139,1.5,66.2,3.4,MID,3.6015996269863106,2.1015996269863106
583,Kulusevski,Spurs,3,64,0,0,0,0,0,0,0.0,0.0,3.4,MID,0.04223296633937468,0.04223296633937468
584,Tel,Spurs,3,63,23,246,2,0,1,66,2.0,14.5,3.4,MID,3.428573042912645,1.428573042912645
585,Bentancur,Spurs,3,53,35,655,1,1,2,149,5.2,28.1,3.4,MID,5.005373329457111,-0.19462667054288918
586,Bergvall,Spurs,3,54,24,409,1,1,2,82,0.8,22.8,3.4,MID,0.6370297762815618,-0.16297022371843828
587,Bissouma,Spurs,3,52,0,0,0,0,0,0,0.0,0.0,3.4,MID,0.04223296633937468,0.04223296633937468
588,Odobert,Spurs,3,53,19,376,0,1,0,68,2.5,24.8,3.4,MID,2.416040663818873,-0.08395933618112705
589,Solomon,Spurs,3,54,0,0,0,0,0,0,0.0,0.0,3.4,MID,0.04223296633937468,0.04223296633937468
590,Gil Salvatierra,Spurs,3,49,0,0,0,0,0,0,0.0,0.0,3.4,MID,0.04223296633937468,0.04223296633937468
591,Gray,Spurs,3,48,4,71,0,0,1,17,0.0,2.2,3.4,MID,0.04223296633937468,0.04223296633937468
592,Moore,Spurs,3,50,0,0,0,0,0,0,0.0,0.0,3.4,MID,0.04223296633937468,0.04223296633937468
593,Sarr,Spurs,3,49,37,570,2,2,3,140,3.2,28.4,3.4,MID,2.818175560331633,-0.381824439668367
594,Min-hyeok,Spurs,3,45,0,0,0,0,0,0,0.0,0.0,3.4,MID,0.04223296633937468,0.04223296633937468
595,Olusesi,Spurs,3,44,0,0,0,0,0,0,0.0,0.0,3.4,MID,0.04223296633937468,0.04223296633937468
596,Solanke-Mitchell,Spurs,4,72,2,31,0,0,0,10,0.0,3.1,3.4,FWD,0.04223296633937468,0.04223296633937468
597,de Andrade,Spurs,4,64,44,631,4,2,2,180,3.0,51.0,3.4,FWD,2.620403081727419,-0.3795969182725809
598,Lankshear,Spurs,4,45,0,0,0,0,0,0,0.0,0.0,3.4,FWD,0.04223296633937468,0.04223296633937468
599,Scarlett,Spurs,4,43,0,0,0,0,0,0,0.0,0.0,3.4,FWD,0.04223296633937468,0.04223296633937468
673,Lobo Alves Palhares Costa Palhinha Gonçalves,Spurs,3,55,51,861,2,1,3,205,5.2,38.3,3.4,MID,4.390537724487469,-0.8094622755125309
717,Simons,Spurs,3,67,20,530,0,1,2,82,2.5,22.5,3.4,MID,2.3985571513788106,-0.10144284862118935
726,Kolo Muani,Spurs,4,69,6,189,0,0,1,19,1.5,3.6,3.4,FWD,1.2187811961723178,-0.28121880382768216
745,Byfield,Spurs,2,40,0,0,0,0,0,0,0.0,0.0,3.4,DEF,0.04223296633937468,0.04223296633937468
750,Rowswell,Spurs,2,40,0,0,0,0,0,0,0.0,0.0,3.4,DEF,0.04223296633937468,0.04223296633937468
751,Akhamrich,Spurs,3,45,0,0,0,0,0,0,0.0,0.0,3.4,MID,0.04223296633937468,0.04223296633937468
149,dos Santos de Paulo,West Ham,2,45,3,13,0,0,0,5,0.5,1.3,3.2,DEF,0.41505291318853565,-0.08494708681146435
600,Areola,West Ham,1,43,15,630,0,0,0,78,2.2,18.8,3.2,GK,2.1590967758457227,-0.040903224154277495
601,Foderingham,West Ham,1,40,0,0,0,0,0,0,0.0,0.0,3.2,GK,0.016011253492094146,0.016011253492094146
602,Hegyi,West Ham,1,39,0,0,0,0,0,0,0.0,0.0,3.2,GK,0.016011253492094146,0.016011253492094146
603,Diouf,West Ham,2,43,31,945,0,4,1,92,1.2,38.5,3.2,DEF,1.5641654773463043,0.36416547734630433
604,Palmieri dos Santos,West Ham,2,44,0,0,0,0,0,0,0.0,0.0,3.2,DEF,0.016011253492094146,0.016011253492094146
605,Kilman,West Ham,2,43,20,990,0,0,1,58,1.8,33.3,3.2,DEF,1.5581134922708981,-0.24188650772910192
606,Mavropanos,West Ham,2,44,17,495,0,0,1,54,0.2,18.6,3.2,DEF,0.7991663430323084,0.5991663430323084
607,Aguerd,West Ham,2,44,3,180,0,0,0,-1,0.0,5.1,3.2,DEF,0.016011253492094146,0.016011253492094146
608,Scarles,West Ham,2,44,1,69,0,0,0,-2,0.2,0.9,3.2,DEF,0.20705930423474617,0.007059304234746155
609,Todibo,West Ham,2,43,7,486,0,0,0,34,1.5,13.1,3.2,DEF,1.1695619400384938,-0.3304380599615062
610,Wan-Bissaka,West Ham,2,43,14,561,0,1,0,25,3.0,19.0,3.2,DEF,2.5690320086778953,-0.4309679913221047
611,Casey,West Ham,2,40,0,0,0,0,0,0,0.0,0.0,3.2,DEF,0.016011253492094146,0.016011253492094146
612,Tolentino Coelho de Lima,West Ham,3,59,45,959,3,1,1,198,4.0,64.7,3.2,MID,3.3621392514532213,-0.6378607485467787
613,Souček,West Ham,3,57,26,422,2,1,1,101,5.5,33.1,3.2,MID,4.397534685276307,-1.102465314723693
614,Ward-Prowse,West Ham,3,57,11,414,0,0,1,82,0.0,23.9,3.2,MID,0.016011253492094146,0.016011253492094146
615,Summerville,West Ham,3,55,23,639,0,3,0,91,2.2,26.3,3.2,MID,1.963072648485514,-0.23692735151448607
616,Álvarez Velázquez,West Ham,3,49,0,0,0,0,0,0,0.0,0.0,3.2,MID,0.016011253492094146,0.016011253492094146
617,Cornet,West Ham,3,49,0,0,0,0,0,0,0.0,0.0,3.2,MID,0.016011253492094146,0.016011253492094146
618,Rodríguez,West Ham,3,48,3,89,0,0,0,14,0.2,0.8,3.2,MID,0.21378373209630863,0.01378373209630862
619,Lira dos Santos,West Ham,3,49,3,54,0,0,0,5,0.0,0.4,3.2,MID,0.016011253492094146,0.016011253492094146
620,Earthy,West Ham,3,45,0,0,0,0,0,0,0.0,0.0,3.2,MID,0.016011253492094146,0.016011253492094146
621,Irving,West Ham,3,44,8,149,0,0,0,45,1.0,7.0,3.2,MID,0.8006457171618522,-0.19935428283814782
622,Orford,West Ham,3,44,0,0,0,0,0,0,0.0,0.0,3.2,MID,0.016011253492094146,0.016011253492094146
623,Potts,West Ham,3,44,10,282,0,0,0,59,1.8,14.0,3.2,MID,1.5909287002353227,-0.2090712997646773
624,Bowen,West Ham,4,77,46,990,3,1,1,210,2.8,69.4,3.2,FWD,2.559752298228939,-0.24024770177106092
625,Füllkrug,West Ham,4,56,10,379,0,0,1,23,0.0,21.9,3.2,FWD,0.4085974624414357,0.4085974624414357
626,Marshall,West Ham,4,44,2,58,0,0,0,0,0.2,0.8,3.2,FWD,0.4088664395558982,0.20886643955589818
659,Walker-Peters,West Ham,2,43,21,465,1,0,1,79,2.5,22.1,3.2,DEF,2.2081850992351284,-0.2918149007648716
671,Wilson,West Ham,4,58,22,365,2,0,1,90,2.8,28.0,3.2,FWD,2.1933913579396913,-0.6066086420603085
679,Hermansen,West Ham,1,44,9,360,0,0,1,27,0.0,8.5,3.2,GK,0.016011253492094146,0.016011253492094146
708,Espanha Fernandes,West Ham,3,55,28,642,1,1,1,129,3.8,35.6,3.2,MID,3.7773195380174127,-0.022680461982587108
718,Magassa,West Ham,3,50,6,189,0,0,0,26,0.5,4.3,3.2,MID,0.8052183281077145,0.30521832810771454
738,Fabianski,West Ham,1,45,0,0,0,0,0,0,0.0,0.0,3.2,GK,0.016011253492094146,0.016011253492094146
747,Mayers,West Ham,2,40,0,0,0,0,0,0,0.0,0.0,3.2,DEF,0.016011253492094146,0.016011253492094146
752,Golambeckis,West Ham,2,40,0,0,0,0,0,0,0.0,0.0,3.2,DEF,0.016011253492094146,0.016011253492094146
627,Johnstone,Wolves,1,45,15,630,0,0,0,78,1.8,19.5,2.8,GK,1.906325588959553,0.10632558895955291
628,Malheiro de Sá,Wolves,1,43,5,360,0,0,0,7,0.0,5.5,2.8,GK,-0.036432172202467084,-0.036432172202467084
629,Bentley,Wolves,1,40,0,0,0,0,0,0,0.0,0.0,2.8,GK,-0.036432172202467084,-0.036432172202467084
631,Agbadou,Wolves,2,43,11,560,0,0,0,27,-0.8,24.2,2.8,DEF,-0.4458294508057147,0.35417054919428537
632,Doherty,Wolves,2,44,2,291,0,0,0,15,0.5,7.6,2.8,DEF,0.3553471054034869,-0.1446528945965131
633,Bueno López,Wolves,2,44,21,792,0,0,1,83,1.0,50.9,2.8,DEF,2.3096708824873944,1.3096708824873944
634,Mosquera Valdelamar,Wolves,2,43,1,182,0,0,0,2,-0.8,4.2,2.8,DEF,-0.443274168218321,0.35672583178167905
635,Martins Gomes,Wolves,2,45,13,331,1,0,0,20,0.8,20.5,2.8,DEF,0.5422260108719702,-0.25777398912802985
636,Ignacio Bueno,Wolves,2,44,25,664,1,1,0,77,2.0,30.7,2.8,DEF,1.7059978277679448,-0.29400217223205516
637,Gomes,Wolves,2,43,6,525,0,0,0,18,0.2,17.8,2.8,DEF,0.14573963376292254,-0.05426036623707747
638,Hoever,Wolves,2,39,5,249,0,0,0,16,0.8,13.1,2.8,DEF,0.5453192476882889,-0.25468075231171117
639,Meupiyou Menadjou,Wolves,2,40,0,0,0,0,0,0,0.0,0.0,2.8,DEF,-0.036432172202467084,-0.036432172202467084
640,Cardoso de Lima,Wolves,2,40,0,0,0,0,0,0,0.0,0.0,2.8,DEF,-0.036432172202467084,-0.036432172202467084
641,Pond,Wolves,2,39,0,0,0,0,0,0,0.0,0.0,2.8,DEF,-0.036432172202467084,-0.036432172202467084
642,Hee-chan,Wolves,3,58,16,366,1,0,0,55,0.8,13.7,2.8,MID,0.7447055889792784,-0.055294411020721634
643,Trindade da Costa Neto,Wolves,3,53,25,703,0,0,0,114,2.0,14.4,2.8,MID,2.1199677173170555,0.11996771731705547
644,Bellegarde,Wolves,3,52,13,474,0,0,0,64,1.2,18.5,2.8,MID,1.1337950954406075,-0.06620490455939243
645,López González,Wolves,3,52,7,116,0,1,0,24,0.2,11.0,2.8,MID,0.16201274918790365,-0.03798725081209636
646,Gomes da Silva,Wolves,3,53,24,835,0,0,1,131,1.5,26.6,2.8,MID,1.9235401242851529,0.42354012428515286
647,Ganchinho Guedes,Wolves,3,55,0,0,0,0,0,0,0.0,0.0,2.8,MID,-0.036432172202467084,-0.036432172202467084
648,Munetsi,Wolves,3,54,35,802,1,2,0,126,4.0,38.7,2.8,MID,4.120286580974049,0.12028658097404943
649,Traoré,Wolves,3,50,0,0,0,0,0,0,0.0,0.0,2.8,MID,-0.036432172202467084,-0.036432172202467084
650,Chirewa,Wolves,3,44,0,0,0,0,0,0,0.0,0.0,2.8,MID,-0.036432172202467084,-0.036432172202467084
651,Edozie,Wolves,3,44,0,0,0,0,0,0,0.0,0.0,2.8,MID,-0.036432172202467084,-0.036432172202467084
652,González Medina,Wolves,3,44,0,0,0,0,0,0,0.0,0.0,2.8,MID,-0.036432172202467084,-0.036432172202467084
653,Hodge,Wolves,3,45,0,0,0,0,0,0,0.0,0.0,2.8,MID,-0.036432172202467084,-0.036432172202467084
654,Strand Larsen,Wolves,4,63,21,707,1,0,2,60,3.0,28.3,2.8,FWD,2.711536801885692,-0.2884631981143082
655,Soares Silva,Wolves,4,49,0,0,0,0,0,0,0.0,0.0,2.8,FWD,-0.036432172202467084,-0.036432172202467084
656,Kalajdžić,Wolves,4,49,1,14,0,0,0,1,0.0,0.7,2.8,FWD,-0.036432172202467084,-0.036432172202467084
657,Chiwome,Wolves,4,44,0,0,0,0,0,0,0.0,0.0,2.8,FWD,-0.036432172202467084,-0.036432172202467084
658,Fraser,Wolves,4,44,0,0,0,0,0,0,0.0,0.0,2.8,FWD,-0.036432172202467084,-0.036432172202467084
663,Arias,Wolves,3,51,19,545,0,0,1,90,1.2,31.7,2.8,MID,1.5288020984201114,0.32880209842011143
682,Møller Wolfe,Wolves,2,44,8,149,0,1,0,15,0.2,6.3,2.8,DEF,0.3618025561505869,0.16180255615058686
695,Tchatchoua,Wolves,2,45,12,517,0,0,0,17,0.8,22.9,2.8,DEF,1.3319710397165156,0.5319710397165156
709,Krejcí,Wolves,2,45,17,720,1,1,0,64,1.2,39.5,2.8,DEF,1.3053423053847282,0.10534230538472822
720,Arokodare,Wolves,4,55,9,208,0,0,0,25,0.8,9.8,2.8,FWD,0.7585579103740971,-0.0414420896259029
749,Mané,Wolves,4,45,1,20,0,0,0,1,1.0,0.9,2.8,FWD,0.9517577780324489,-0.048242221967551124
