,Month,DayofMonth,DayOfWeek,Reporting_Airline,Flight_Number_Reporting_Airline,DepTime,DepDelay,ArrTime,ArrDelay
4843,8,20,3,DL,713,833.0,-7.0,1123.0,-22.0
4844,8,21,4,DL,713,834.0,-6.0,1142.0,-3.0
4845,8,22,5,DL,713,834.0,-6.0,1126.0,-19.0
4846,8,24,7,DL,713,836.0,-4.0,1135.0,-10.0
4847,8,25,1,DL,713,828.0,-12.0,1129.0,-16.0
4848,8,26,2,DL,713,831.0,-9.0,1130.0,-15.0
4849,8,27,3,DL,713,834.0,-6.0,1146.0,1.0
4850,8,28,4,DL,713,835.0,-5.0,1124.0,-21.0
4851,8,29,5,DL,713,832.0,-8.0,1117.0,-28.0
4852,8,31,7,DL,713,828.0,-12.0,1114.0,-31.0
4853,8,1,5,DL,738,1538.0,-2.0,1847.0,-8.0
4854,8,2,6,DL,738,1629.0,60.0,1934.0,52.0
4855,8,3,7,DL,738,1624.0,44.0,1932.0,37.0
4856,8,4,1,DL,738,1544.0,4.0,1832.0,-23.0
4857,8,5,2,DL,738,1606.0,26.0,1852.0,-3.0
4858,8,6,3,DL,738,1537.0,-3.0,1823.0,-32.0
4859,8,7,4,DL,738,1538.0,-2.0,1829.0,-26.0
4860,8,8,5,DL,738,1534.0,-6.0,1826.0,-29.0
4861,8,9,6,DL,738,1544.0,15.0,1834.0,-8.0
4862,8,10,7,DL,738,1542.0,2.0,1817.0,-38.0
4863,8,11,1,DL,738,1535.0,-5.0,1811.0,-44.0
4864,8,12,2,DL,738,1559.0,19.0,1855.0,0.0
4865,8,13,3,DL,738,1540.0,0.0,1909.0,14.0
4866,8,14,4,DL,738,1547.0,7.0,1833.0,-22.0
4867,8,15,5,DL,738,1541.0,1.0,1817.0,-38.0
4868,8,16,6,DL,738,1539.0,-1.0,1841.0,-14.0
4869,8,17,7,DL,738,1539.0,-1.0,1836.0,-19.0
4870,8,18,1,DL,738,1539.0,-1.0,1810.0,-45.0
4871,8,19,2,DL,738,1539.0,-1.0,1845.0,-10.0
4872,8,20,3,DL,738,1624.0,44.0,1929.0,34.0
4873,8,21,4,DL,738,1544.0,4.0,1830.0,-25.0
4874,8,22,5,DL,738,1539.0,-1.0,1803.0,-52.0
4875,8,23,6,DL,738,1624.0,44.0,1919.0,24.0
4876,8,24,7,DL,738,1537.0,-3.0,1830.0,-25.0
4877,8,25,1,DL,738,1535.0,-5.0,1842.0,-13.0
4878,8,26,2,DL,738,1707.0,87.0,1953.0,58.0
4879,8,27,3,DL,738,1708.0,88.0,2031.0,96.0
4880,8,28,4,DL,738,1537.0,-3.0,1834.0,-21.0
4881,8,29,5,DL,738,1544.0,4.0,1824.0,-31.0
4882,8,30,6,DL,738,1532.0,-8.0,1833.0,-22.0
4883,8,31,7,DL,738,1538.0,-2.0,1852.0,-3.0
4884,8,1,5,DL,742,819.0,54.0,1117.0,57.0
4885,8,2,6,DL,742,737.0,12.0,1040.0,20.0
4886,8,3,7,DL,742,737.0,12.0,1049.0,29.0
4887,8,4,1,DL,742,739.0,14.0,1022.0,2.0
4888,8,5,2,DL,742,725.0,0.0,1019.0,-1.0
4889,8,6,3,DL,742,719.0,-6.0,1004.0,-16.0
4890,8,7,4,DL,742,719.0,-6.0,1006.0,-14.0
4891,8,8,5,DL,742,723.0,-2.0,1028.0,8.0
4892,8,9,6,DL,742,718.0,-7.0,1007.0,-13.0
4893,8,10,7,DL,742,839.0,74.0,1105.0,45.0
4894,8,11,1,DL,742,716.0,-4.0,956.0,-19.0
4895,8,12,2,DL,742,656.0,-4.0,932.0,-28.0
4896,8,13,3,DL,742,729.0,29.0,955.0,-5.0
4897,8,14,4,DL,742,836.0,96.0,1108.0,68.0
4898,8,15,5,DL,742,659.0,-1.0,950.0,-10.0
4899,8,16,6,DL,742,856.0,116.0,1116.0,76.0
4900,8,17,7,DL,742,1030.0,210.0,1257.0,177.0
4901,8,18,1,DL,742,1154.0,294.0,1450.0,290.0
4902,8,19,2,DL,742,700.0,0.0,942.0,-18.0
4903,8,20,3,DL,742,851.0,111.0,1123.0,83.0
4904,8,21,4,DL,742,702.0,2.0,932.0,-28.0
4905,8,22,5,DL,742,654.0,-6.0,929.0,-31.0
4906,8,23,6,DL,742,700.0,0.0,959.0,-1.0
4907,8,24,7,DL,742,658.0,-2.0,942.0,-18.0
4908,8,25,1,DL,742,656.0,-4.0,954.0,-6.0
4909,8,26,2,DL,742,653.0,-7.0,946.0,-14.0
4910,8,27,3,DL,742,653.0,-7.0,937.0,-23.0
4911,8,28,4,DL,742,653.0,-7.0,929.0,-31.0
4912,8,29,5,DL,742,653.0,-7.0,933.0,-27.0
4913,8,30,6,DL,742,821.0,81.0,1117.0,77.0
4914,8,31,7,DL,742,701.0,1.0,948.0,-12.0
4915,8,1,5,DL,747,1353.0,-2.0,1700.0,-1.0
4916,8,2,6,DL,747,1404.0,9.0,1648.0,-13.0
4917,8,3,7,DL,747,1346.0,-9.0,1634.0,-27.0
4918,8,4,1,DL,747,1353.0,-2.0,1638.0,-23.0
4919,8,5,2,DL,747,1347.0,-8.0,1635.0,-26.0
4920,8,6,3,DL,747,1351.0,-4.0,1653.0,-8.0
4921,8,7,4,DL,747,1349.0,-6.0,1644.0,-17.0
4922,8,8,5,DL,747,1354.0,-1.0,1634.0,-27.0
4923,8,9,6,DL,747,1349.0,-6.0,1618.0,-43.0
4924,8,10,7,DL,747,1353.0,-2.0,1631.0,-30.0
4925,8,11,1,DL,747,1352.0,-3.0,1606.0,-55.0
4926,8,12,2,DL,747,1350.0,-5.0,1630.0,-31.0
4927,8,13,3,DL,747,1351.0,-4.0,1635.0,-26.0
4928,8,14,4,DL,747,1352.0,-3.0,1702.0,1.0
4929,8,15,5,DL,747,1404.0,9.0,1647.0,-14.0
4930,8,16,6,DL,747,1355.0,0.0,1633.0,-28.0
4931,8,17,7,DL,747,1352.0,-3.0,1618.0,-43.0
4932,8,18,1,DL,747,1352.0,-3.0,1640.0,-21.0
4933,8,19,2,DL,747,1349.0,-6.0,1658.0,-3.0
4934,8,20,3,DL,747,1348.0,-7.0,1618.0,-43.0
4935,8,21,4,DL,747,1354.0,-1.0,1621.0,-40.0
4936,8,22,5,DL,747,1352.0,-3.0,1619.0,-42.0
4937,8,23,6,DL,747,1408.0,13.0,1704.0,3.0
4938,8,24,7,DL,747,1351.0,-4.0,1643.0,-18.0
4939,8,25,1,DL,747,1406.0,11.0,1700.0,-1.0
4940,8,26,2,DL,747,1348.0,-7.0,1625.0,-36.0
4941,8,27,3,DL,747,1355.0,0.0,1718.0,17.0
4942,8,28,4,DL,747,1347.0,-8.0,1633.0,-28.0
4943,8,29,5,DL,747,1354.0,-1.0,1642.0,-19.0
4944,8,30,6,DL,747,1349.0,-6.0,1645.0,-16.0
4945,8,31,7,DL,747,1841.0,286.0,2148.0,287.0
4946,8,1,5,DL,752,2129.0,0.0,102.0,10.0
4947,8,3,7,DL,752,2123.0,-6.0,38.0,-14.0
4948,8,4,1,DL,752,2120.0,-9.0,10.0,-42.0
4949,8,7,4,DL,752,2121.0,-8.0,18.0,-34.0
4950,8,8,5,DL,752,214.0,285.0,450.0,238.0
4951,8,10,7,DL,752,2327.0,118.0,206.0,74.0
4952,8,11,1,DL,752,2120.0,-5.0,54.0,6.0
4953,8,14,4,DL,752,2123.0,-2.0,26.0,-22.0
4954,8,15,5,DL,752,2124.0,-1.0,3.0,-45.0
4955,8,17,7,DL,752,2125.0,0.0,26.0,-22.0
4956,8,18,1,DL,752,2130.0,5.0,37.0,-11.0
4957,8,21,4,DL,752,2121.0,-4.0,28.0,-20.0
4958,8,22,5,DL,752,2124.0,-1.0,2400.0,-49.0
4959,8,24,7,DL,752,2141.0,16.0,35.0,-13.0
4960,8,25,1,DL,752,2120.0,-5.0,18.0,-30.0
4961,8,28,4,DL,752,2301.0,96.0,218.0,90.0
4962,8,29,5,DL,752,2119.0,-6.0,32.0,-16.0
4963,8,30,6,DL,752,2118.0,-7.0,45.0,-3.0
4964,8,31,7,DL,752,2258.0,93.0,145.0,57.0
4965,8,1,5,DL,767,1323.0,113.0,1630.0,114.0
4966,8,2,6,DL,767,1122.0,-8.0,1421.0,-15.0
4967,8,3,7,DL,767,1130.0,0.0,1438.0,2.0
4968,8,4,1,DL,767,1122.0,-8.0,1434.0,-2.0
4969,8,5,2,DL,767,1123.0,-7.0,1418.0,-18.0
4970,8,6,3,DL,767,1127.0,-3.0,1415.0,-21.0
4971,8,7,4,DL,767,1125.0,-5.0,1420.0,-16.0
4972,8,8,5,DL,767,1126.0,-4.0,1411.0,-25.0
4973,8,9,6,DL,767,1125.0,-5.0,1428.0,-8.0
4974,8,10,7,DL,767,1122.0,-8.0,1426.0,-10.0
4975,8,11,1,DL,767,1123.0,-7.0,1408.0,-28.0
4976,8,12,2,DL,767,1125.0,-5.0,1404.0,-32.0
4977,8,13,3,DL,767,1125.0,-5.0,1408.0,-28.0
4978,8,14,4,DL,767,1121.0,-9.0,1408.0,-28.0
4979,8,15,5,DL,767,1125.0,-5.0,1404.0,-32.0
4980,8,16,6,DL,767,1130.0,0.0,1416.0,-20.0
4981,8,17,7,DL,767,1126.0,-4.0,1438.0,2.0
4982,8,18,1,DL,767,1124.0,-6.0,1401.0,-35.0
4983,8,19,2,DL,767,1124.0,-6.0,1411.0,-25.0
4984,8,20,3,DL,767,1250.0,80.0,1516.0,40.0
4985,8,21,4,DL,767,1123.0,-7.0,1345.0,-51.0
4986,8,22,5,DL,767,1125.0,-5.0,1416.0,-20.0
4987,8,23,6,DL,767,1131.0,1.0,1409.0,-27.0
4988,8,24,7,DL,767,1641.0,311.0,1934.0,298.0
4989,8,25,1,DL,767,1123.0,-7.0,1424.0,-12.0
4990,8,26,2,DL,767,1123.0,-7.0,1421.0,-15.0
4991,8,27,3,DL,767,1214.0,44.0,1451.0,15.0
4992,8,28,4,DL,767,1120.0,-10.0,1414.0,-22.0
4993,8,29,5,DL,767,1121.0,-9.0,1408.0,-28.0
4994,8,30,6,DL,767,1119.0,-11.0,1427.0,-9.0
4995,8,31,7,DL,767,1123.0,-7.0,1434.0,-2.0
4996,8,1,5,DL,771,1650.0,-5.0,2020.0,5.0
4997,8,2,6,DL,771,1653.0,-2.0,2002.0,-13.0
4998,8,3,7,DL,771,1701.0,6.0,1950.0,-25.0
4999,8,4,1,DL,771,1653.0,-2.0,1958.0,-17.0
5000,8,5,2,DL,771,1653.0,-2.0,1947.0,-28.0
5001,8,6,3,DL,771,1655.0,0.0,1950.0,-25.0
5002,8,7,4,DL,771,1655.0,0.0,1951.0,-24.0
5003,8,8,5,DL,771,1651.0,-4.0,2004.0,-11.0
5004,8,9,6,DL,771,1655.0,0.0,1925.0,-50.0
5005,8,10,7,DL,771,1659.0,4.0,1945.0,-30.0
5006,8,11,1,DL,771,1721.0,26.0,1950.0,-15.0
5007,8,12,2,DL,771,1647.0,-8.0,1933.0,-32.0
5008,8,13,3,DL,771,1705.0,10.0,2105.0,60.0
5009,8,14,4,DL,771,1655.0,0.0,1946.0,-19.0
5010,8,15,5,DL,771,1652.0,-3.0,1935.0,-30.0
5011,8,16,6,DL,771,1657.0,2.0,1938.0,-37.0
5012,8,17,7,DL,771,1713.0,18.0,2011.0,6.0
5013,8,18,1,DL,771,1648.0,-7.0,1909.0,-56.0
5014,8,19,2,DL,771,1706.0,11.0,2029.0,24.0
5015,8,20,3,DL,771,1654.0,-1.0,1945.0,-20.0
5016,8,21,4,DL,771,1652.0,-3.0,1921.0,-44.0
5017,8,22,5,DL,771,1650.0,-5.0,1914.0,-51.0
5018,8,23,6,DL,771,1651.0,-4.0,1944.0,-31.0
5019,8,24,7,DL,771,1650.0,-5.0,2002.0,-3.0
5020,8,25,1,DL,771,1655.0,0.0,2004.0,-1.0
5021,8,26,2,DL,771,1701.0,6.0,1954.0,-11.0
5022,8,27,3,DL,771,1857.0,122.0,2222.0,137.0
5023,8,28,4,DL,771,1648.0,-7.0,1948.0,-17.0
5024,8,29,5,DL,771,1653.0,-2.0,1948.0,-17.0
5025,8,30,6,DL,771,1651.0,-4.0,1944.0,-31.0
5026,8,31,7,DL,771,1649.0,-6.0,1943.0,-22.0
5027,8,1,5,DL,773,928.0,-7.0,1254.0,16.0
5028,8,2,6,DL,773,1159.0,119.0,1455.0,115.0
5029,8,3,7,DL,773,1040.0,48.0,1328.0,33.0
5030,8,4,1,DL,773,946.0,-6.0,1230.0,-25.0
5031,8,5,2,DL,773,946.0,-6.0,1242.0,-13.0
5032,8,6,3,DL,773,941.0,-11.0,1253.0,-2.0
5033,8,7,4,DL,773,943.0,-9.0,1254.0,-1.0
5034,8,8,5,DL,773,1002.0,10.0,1254.0,-1.0
5035,8,9,6,DL,773,1035.0,35.0,1305.0,5.0
5036,8,10,7,DL,773,944.0,-8.0,1251.0,-4.0
5037,8,11,1,DL,773,946.0,-4.0,1239.0,-11.0
5038,8,12,2,DL,773,946.0,-9.0,1220.0,-35.0
5039,8,13,3,DL,773,949.0,-6.0,1249.0,-6.0
5040,8,14,4,DL,773,951.0,-4.0,1231.0,-24.0
5041,8,15,5,DL,773,952.0,-3.0,1230.0,-25.0
5042,8,16,6,DL,773,947.0,-8.0,1233.0,-17.0
5043,8,17,7,DL,773,940.0,-5.0,1215.0,-29.0
5044,8,18,1,DL,773,941.0,-9.0,1206.0,-44.0
5045,8,19,2,DL,773,939.0,-6.0,1201.0,-43.0
5046,8,20,3,DL,773,1012.0,27.0,1232.0,-12.0
5047,8,21,4,DL,773,943.0,-2.0,1234.0,-10.0
5048,8,22,5,DL,773,935.0,-10.0,1219.0,-25.0
5049,8,23,6,DL,773,947.0,-8.0,1236.0,-14.0
5050,8,24,7,DL,773,1116.0,91.0,1402.0,78.0
5051,8,25,1,DL,773,938.0,-12.0,1243.0,-7.0
5052,8,26,2,DL,773,938.0,-7.0,1238.0,-6.0
5053,8,27,3,DL,773,943.0,-2.0,1227.0,-17.0
5054,8,28,4,DL,773,939.0,-6.0,1235.0,-9.0
5055,8,29,5,DL,773,932.0,-13.0,1214.0,-30.0
5056,8,30,6,DL,773,953.0,-2.0,1301.0,11.0
5057,8,31,7,DL,773,951.0,-4.0,1253.0,3.0
5058,8,3,7,DL,8783,2022.0,-7.0,2341.0,-18.0
5059,8,1,5,F9,2503,1156.0,19.0,1504.0,25.0
5060,8,2,6,F9,2503,1136.0,-1.0,1446.0,7.0
5061,8,3,7,F9,2503,1222.0,45.0,1500.0,21.0
5062,8,4,1,F9,2503,1313.0,96.0,1545.0,66.0
5063,8,5,2,F9,2503,1144.0,7.0,1443.0,4.0
5064,1,1,3,AA,1,656.0,-3.0,1013.0,-7.0
5065,1,2,4,AA,1,652.0,-7.0,1022.0,2.0
5066,1,3,5,AA,1,652.0,-7.0,1003.0,-17.0
5067,1,4,6,AA,1,653.0,-7.0,1016.0,-10.0
5068,1,5,7,AA,1,655.0,-4.0,1013.0,-7.0
5069,1,6,1,AA,1,703.0,4.0,1012.0,-8.0
5070,1,7,2,AA,1,655.0,-5.0,955.0,-40.0
5071,1,8,3,AA,1,652.0,-8.0,943.0,-52.0
5072,1,9,4,AA,1,654.0,-5.0,942.0,-46.0
5073,1,10,5,AA,1,700.0,0.0,1000.0,-35.0
5074,1,11,6,AA,1,652.0,-7.0,1041.0,13.0
5075,1,12,7,AA,1,1024.0,204.0,1440.0,245.0
5076,1,13,1,AA,1,656.0,-3.0,1027.0,-1.0
5077,1,14,2,AA,1,707.0,8.0,1016.0,-12.0
5078,1,15,3,AA,1,653.0,-6.0,930.0,-58.0
5079,1,16,4,AA,1,653.0,-6.0,942.0,-46.0
5080,1,17,5,AA,1,654.0,-5.0,959.0,-29.0
5081,1,18,6,AA,1,652.0,-7.0,1033.0,5.0
5082,1,19,7,AA,1,651.0,-9.0,1009.0,-26.0
5083,1,20,1,AA,1,654.0,-5.0,1003.0,-25.0
5084,1,21,2,AA,1,653.0,-6.0,955.0,-33.0
5085,1,22,3,AA,1,651.0,-8.0,1002.0,-26.0
5086,1,23,4,AA,1,655.0,-4.0,945.0,-43.0
5087,1,24,5,AA,1,659.0,0.0,1013.0,-15.0
5088,1,25,6,AA,1,654.0,-5.0,1032.0,4.0
5089,1,26,7,AA,1,653.0,-6.0,1053.0,25.0
5090,1,27,1,AA,1,654.0,-5.0,940.0,-48.0
5091,1,28,2,AA,1,654.0,-5.0,954.0,-34.0
5092,1,29,3,AA,1,651.0,-8.0,1005.0,-23.0
5093,1,30,4,AA,1,652.0,-7.0,1011.0,-17.0
5094,1,31,5,AA,1,701.0,2.0,958.0,-30.0
5095,1,1,3,AA,3,751.0,-9.0,1049.0,-33.0
5096,1,2,4,AA,3,756.0,-4.0,1113.0,-9.0
5097,1,3,5,AA,3,754.0,-6.0,1113.0,-9.0
5098,1,4,6,AA,3,756.0,-4.0,1125.0,3.0
5099,1,5,7,AA,3,755.0,-5.0,1115.0,-7.0
5100,1,7,2,AA,3,1055.0,-5.0,1416.0,-14.0
5101,1,8,3,AA,3,1058.0,-2.0,1331.0,-59.0
5102,1,10,5,AA,3,1109.0,9.0,1353.0,-37.0
5103,1,11,6,AA,3,1051.0,-8.0,1419.0,-10.0
5104,1,13,1,AA,3,1101.0,1.0,1423.0,-7.0
5105,1,14,2,AA,3,1058.0,-2.0,1347.0,-43.0
5106,1,15,3,AA,3,1053.0,-7.0,1336.0,-54.0
5107,1,17,5,AA,3,1057.0,-3.0,1358.0,-32.0
5108,1,18,6,AA,3,1111.0,12.0,1411.0,-18.0
5109,1,19,7,AA,3,1100.0,0.0,1413.0,-17.0
5110,1,20,1,AA,3,1127.0,27.0,1443.0,13.0
5111,1,21,2,AA,3,1059.0,-1.0,1405.0,-25.0
5112,1,22,3,AA,3,1054.0,-6.0,1356.0,-34.0
5113,1,23,4,AA,3,1058.0,-2.0,1344.0,-46.0
5114,1,24,5,AA,3,1058.0,-2.0,1420.0,-10.0
5115,1,25,6,AA,3,1054.0,-5.0,1427.0,-2.0
5117,1,27,1,AA,3,1335.0,155.0,1632.0,122.0
5118,1,28,2,AA,3,1052.0,-8.0,1335.0,-55.0
5119,1,29,3,AA,3,1054.0,-6.0,1350.0,-40.0
5120,1,30,4,AA,3,1051.0,-9.0,1338.0,-52.0
5121,1,31,5,AA,3,1053.0,-7.0,1346.0,-44.0
5122,1,1,3,AA,117,1722.0,-7.0,2038.0,-15.0
5123,1,2,4,AA,117,1722.0,-7.0,2025.0,-28.0
5124,1,3,5,AA,117,1723.0,-6.0,2029.0,-24.0
5125,1,4,6,AA,117,1737.0,7.0,2106.0,13.0
5126,1,7,2,AA,117,1952.0,-7.0,2336.0,4.0
5127,1,8,3,AA,117,1959.0,0.0,2246.0,-46.0
5128,1,9,4,AA,117,2008.0,9.0,2241.0,-51.0
5129,1,10,5,AA,117,1954.0,-5.0,2247.0,-45.0
5130,1,11,6,AA,117,2143.0,104.0,55.0,83.0
5131,1,12,7,AA,117,2025.0,-5.0,2347.0,-12.0
5132,1,13,1,AA,117,1954.0,-5.0,2309.0,-23.0
5133,1,14,2,AA,117,1953.0,-6.0,2238.0,-54.0
5134,1,15,3,AA,117,2201.0,122.0,53.0,81.0
5135,1,16,4,AA,117,2004.0,5.0,2300.0,-32.0
5136,1,17,5,AA,117,2047.0,48.0,4.0,32.0
5137,1,18,6,AA,117,2000.0,0.0,2314.0,-19.0
5139,1,20,1,AA,117,1955.0,-4.0,2245.0,-47.0
5140,1,21,2,AA,117,1955.0,-4.0,20.0,48.0
5141,1,22,3,AA,117,2009.0,10.0,2316.0,-16.0
5142,1,23,4,AA,117,1952.0,-7.0,2251.0,-41.0
5143,1,24,5,AA,117,1952.0,-7.0,2324.0,-8.0
5144,1,25,6,AA,117,2025.0,-5.0,13.0,14.0
5145,1,26,7,AA,117,2043.0,13.0,11.0,12.0
5146,1,27,1,AA,117,2346.0,226.0,304.0,211.0
5147,1,28,2,AA,117,1956.0,-4.0,2302.0,-31.0
5148,1,29,3,AA,117,2009.0,9.0,2312.0,-21.0
5149,1,30,4,AA,117,1952.0,-8.0,2257.0,-36.0
5150,1,31,5,AA,117,2004.0,4.0,2313.0,-20.0
5151,1,1,3,AA,171,554.0,-6.0,912.0,-10.0
5152,1,2,4,AA,171,554.0,-6.0,915.0,-7.0
5153,1,3,5,AA,171,553.0,-7.0,908.0,-14.0
5154,1,4,6,AA,171,557.0,-3.0,912.0,-10.0
5155,1,5,7,AA,171,553.0,-7.0,921.0,-1.0
5156,1,6,1,AA,171,557.0,-3.0,901.0,-21.0
5157,1,7,2,AA,171,558.0,-2.0,903.0,-26.0
5159,1,9,4,AA,171,555.0,-5.0,834.0,-55.0
5160,1,10,5,AA,171,555.0,-5.0,852.0,-37.0
5161,1,11,6,AA,171,600.0,0.0,942.0,13.0
5162,1,12,7,AA,171,552.0,-8.0,941.0,12.0
5163,1,13,1,AA,171,557.0,-3.0,857.0,-32.0
5164,1,14,2,AA,171,555.0,-5.0,903.0,-26.0
5165,1,15,3,AA,171,555.0,-5.0,830.0,-59.0
5166,1,16,4,AA,171,552.0,-8.0,846.0,-43.0
5167,1,17,5,AA,171,556.0,-4.0,903.0,-26.0
5168,1,18,6,AA,171,555.0,-5.0,907.0,-22.0
5169,1,19,7,AA,171,550.0,-10.0,904.0,-25.0
5170,1,20,1,AA,171,619.0,19.0,935.0,6.0
5171,1,21,2,AA,171,558.0,-2.0,905.0,-24.0
5172,1,22,3,AA,171,604.0,4.0,910.0,-19.0
5173,1,23,4,AA,171,555.0,-5.0,856.0,-33.0
5174,1,24,5,AA,171,557.0,-3.0,909.0,-20.0
5175,1,25,6,AA,171,555.0,-5.0,952.0,23.0
5176,1,26,7,AA,171,559.0,-1.0,941.0,12.0
5177,1,27,1,AA,171,612.0,12.0,906.0,-23.0
5178,1,28,2,AA,171,555.0,-5.0,850.0,-39.0
5179,1,29,3,AA,171,815.0,135.0,1131.0,122.0
5180,1,30,4,AA,171,552.0,-8.0,845.0,-44.0
5181,1,31,5,AA,171,626.0,26.0,946.0,17.0
5182,1,1,3,AA,185,2052.0,-8.0,27.0,-2.0
5183,1,2,4,AA,185,2052.0,-8.0,3.0,-26.0
5184,1,3,5,AA,185,2105.0,5.0,35.0,6.0
5185,1,4,6,AA,185,2054.0,-6.0,30.0,1.0
5186,1,5,7,AA,185,2118.0,18.0,39.0,10.0
5187,1,6,1,AA,185,2057.0,-3.0,2359.0,-30.0
5188,1,7,2,AA,255,755.0,-5.0,1053.0,-36.0
5189,1,8,3,AA,255,754.0,-6.0,1029.0,-60.0
5190,1,9,4,AA,255,755.0,-5.0,1051.0,-38.0
5191,1,10,5,AA,255,754.0,-6.0,1038.0,-51.0
5192,1,11,6,AA,255,812.0,12.0,1203.0,34.0
5193,1,12,7,AA,255,756.0,-4.0,1103.0,-26.0
5194,1,14,2,AA,255,753.0,-7.0,1042.0,-47.0
5195,1,15,3,AA,255,756.0,-4.0,1037.0,-52.0
5196,1,16,4,AA,255,758.0,-2.0,1046.0,-43.0
5197,1,17,5,AA,255,758.0,-2.0,1101.0,-28.0
5198,1,18,6,AA,255,758.0,-2.0,1116.0,-13.0
5199,1,19,7,AA,255,754.0,-6.0,1103.0,-26.0
5200,1,20,1,AA,255,817.0,17.0,1125.0,-4.0
5201,1,21,2,AA,255,758.0,-2.0,1104.0,-25.0
5202,1,22,3,AA,255,755.0,-5.0,1100.0,-29.0
5203,1,23,4,AA,255,752.0,-8.0,1045.0,-44.0
5204,1,24,5,AA,255,759.0,-1.0,1126.0,-3.0
5205,1,25,6,AA,255,756.0,-4.0,1154.0,25.0
5206,1,26,7,AA,255,2220.0,860.0,145.0,856.0
5207,1,27,1,AA,255,755.0,-5.0,1054.0,-35.0
5208,1,28,2,AA,255,754.0,-6.0,1054.0,-35.0
5209,1,29,3,AA,255,752.0,-8.0,1104.0,-25.0
5210,1,30,4,AA,255,755.0,-5.0,1108.0,-21.0
5211,1,31,5,AA,255,815.0,15.0,1102.0,-27.0
5212,1,1,3,AA,300,1952.0,2.0,2304.0,-9.0
5213,1,2,4,AA,300,1944.0,-6.0,2319.0,6.0
5214,1,3,5,AA,300,2014.0,24.0,2337.0,24.0
5215,1,4,6,AA,300,1948.0,-2.0,2318.0,5.0
5216,1,5,7,AA,300,1946.0,-4.0,2309.0,-4.0
5217,1,6,1,AA,300,2007.0,17.0,2304.0,-9.0
5218,1,7,2,AA,300,2052.0,-8.0,9.0,-24.0
5219,1,8,3,AA,300,2055.0,-5.0,2345.0,-48.0
5220,1,9,4,AA,300,2055.0,-5.0,2331.0,-62.0
5221,1,10,5,AA,300,2058.0,-2.0,2346.0,-47.0
5222,1,11,6,AA,300,2053.0,-7.0,1.0,-32.0
5223,1,12,7,AA,300,2048.0,-12.0,6.0,-27.0
5224,1,13,1,AA,300,2054.0,-6.0,2343.0,-50.0
5225,1,14,2,AA,300,2053.0,-7.0,2342.0,-51.0
5226,1,15,3,AA,300,2059.0,-1.0,2346.0,-47.0
5227,1,16,4,AA,300,2109.0,9.0,23.0,-10.0
5228,1,17,5,AA,300,2055.0,-5.0,1.0,-32.0
5229,1,18,6,AA,300,2058.0,-2.0,6.0,-27.0
5230,1,19,7,AA,300,2307.0,127.0,241.0,128.0
5231,1,20,1,AA,300,2057.0,-3.0,2355.0,-38.0
5232,1,21,2,AA,300,2058.0,-2.0,20.0,-13.0
5233,1,22,3,AA,300,2053.0,-7.0,2339.0,-54.0
5234,1,23,4,AA,300,2055.0,-5.0,1.0,-32.0
5235,1,24,5,AA,300,2132.0,32.0,117.0,44.0
5236,1,25,6,AA,300,2213.0,43.0,150.0,51.0
5237,1,26,7,AA,300,2236.0,66.0,213.0,74.0
5238,1,27,1,AA,300,2100.0,0.0,20.0,-13.0
5239,1,28,2,AA,300,2102.0,2.0,26.0,-7.0
5240,1,29,3,AA,300,2054.0,-6.0,2343.0,-50.0
5241,1,30,4,AA,300,2053.0,-7.0,2340.0,-53.0
5242,1,31,5,AA,300,2059.0,-1.0,2357.0,-36.0
5243,1,7,2,AA,302,1726.0,-3.0,2027.0,-29.0
5244,1,8,3,AA,302,1727.0,-2.0,2014.0,-42.0
5245,1,10,5,AA,302,1733.0,4.0,2015.0,-41.0
5246,1,11,6,AA,302,1719.0,-10.0,2029.0,-27.0
5247,1,12,7,AA,302,1720.0,-9.0,2028.0,-28.0
5248,1,13,1,AA,302,1730.0,1.0,2019.0,-37.0
5249,1,14,2,AA,302,1725.0,-4.0,2022.0,-34.0
5250,1,15,3,AA,302,1724.0,-5.0,2009.0,-47.0
5251,1,16,4,AA,302,1723.0,-6.0,2014.0,-42.0
5252,1,17,5,AA,302,1723.0,-6.0,2022.0,-34.0
5253,1,18,6,AA,302,1720.0,-9.0,2035.0,-21.0
5254,1,19,7,AA,302,1737.0,8.0,2108.0,12.0
5255,1,20,1,AA,302,1724.0,-5.0,2022.0,-34.0
5256,1,21,2,AA,302,1723.0,-6.0,2044.0,-12.0
5257,1,22,3,AA,302,1728.0,-1.0,2034.0,-22.0
5258,1,23,4,AA,302,1720.0,-9.0,2001.0,-55.0
5259,1,24,5,AA,302,1723.0,-6.0,2038.0,-18.0
5260,1,25,6,AA,302,2000.0,151.0,2359.0,183.0
5261,1,26,7,AA,302,1726.0,-4.0,2052.0,-8.0
5262,1,27,1,AA,302,1752.0,-7.0,2036.0,-56.0
5263,1,28,2,AA,302,1753.0,-6.0,2112.0,-20.0
5264,1,29,3,AA,302,1749.0,-10.0,2057.0,-35.0
5265,1,30,4,AA,302,1750.0,-9.0,2104.0,-28.0
5266,1,31,5,AA,302,1752.0,-7.0,2048.0,-44.0
5267,1,1,3,AA,306,1625.0,-4.0,1931.0,-22.0
5268,1,2,4,AA,306,1621.0,-8.0,1923.0,-30.0
