,position,points,driver_id,dateOfBirth,nationality,year
1323,4,26,hakkinen,1968-09-28,Finnish,1994
1324,5,24,alesi,1964-06-11,French,1994
1325,6,19,barrichello,1972-05-23,Brazilian,1994
1326,7,16,brundle,1959-06-01,British,1994
1327,8,14,coulthard,1971-03-27,British,1994
1328,9,13,mansell,1953-08-08,British,1994
1329,10,10,verstappen,1972-03-04,Dutch,1994
1330,11,9,panis,1966-09-02,French,1994
1331,12,8,blundell,1966-04-08,British,1994
1332,13,7,frentzen,1967-05-18,German,1994
1333,14,6,larini,1964-03-19,Italian,1994
1334,15,6,fittipaldi,1971-01-18,Brazilian,1994
1335,16,6,irvine,1965-11-10,British,1994
1336,17,5,katayama,1963-05-29,Japanese,1994
1337,18,4,bernard,1964-08-24,French,1994
1338,19,4,wendlinger,1968-12-20,Austrian,1994
1339,20,4,cesaris,1959-05-31,Italian,1994
1340,21,4,martini,1961-04-23,Italian,1994
1341,22,3,morbidelli,1968-01-13,Italian,1994
1342,23,2,comas,1963-09-28,French,1994
1343,24,1,lehto,1966-01-31,Finnish,1994
1344,25,1,alboreto,1956-12-23,Italian,1994
1345,26,0,herbert,1964-06-25,British,1994
1346,27,0,beretta,1969-11-23,Monegasque,1994
1347,28,0,lamy,1972-03-20,Portuguese,1994
1348,29,0,gounon,1963-01-01,French,1994
1349,30,0,zanardi,1966-10-23,Italian,1994
1350,1,102,michael_schumacher,1969-01-03,German,1995
1351,2,69,damon_hill,1960-09-17,British,1995
1352,3,49,coulthard,1971-03-27,British,1995
1353,4,45,herbert,1964-06-25,British,1995
1354,5,42,alesi,1964-06-11,French,1995
1355,6,31,berger,1959-08-27,Austrian,1995
1356,7,17,hakkinen,1968-09-28,Finnish,1995
1357,8,16,panis,1966-09-02,French,1995
1358,9,15,frentzen,1967-05-18,German,1995
1359,10,13,blundell,1966-04-08,British,1995
1360,11,11,barrichello,1972-05-23,Brazilian,1995
1361,12,10,irvine,1965-11-10,British,1995
1362,13,7,brundle,1959-06-01,British,1995
1363,14,5,morbidelli,1968-01-13,Italian,1995
1364,15,5,salo,1966-11-30,Finnish,1995
1365,16,3,boullion,1969-12-27,French,1995
1366,17,1,suzuki,1960-09-08,Japanese,1995
1367,18,1,lamy,1972-03-20,Portuguese,1995
1368,19,0,martini,1961-04-23,Italian,1995
1369,20,0,katayama,1963-05-29,Japanese,1995
1370,21,0,diniz,1970-05-22,Brazilian,1995
1371,22,0,papis,1969-10-03,Italian,1995
1372,23,0,badoer,1971-01-25,Italian,1995
1373,24,0,inoue,1963-09-05,Japanese,1995
1374,25,0,montermini,1964-05-30,Italian,1995
1375,26,0,gachot,1962-12-23,Belgian,1995
1376,27,0,schiattarella,1967-11-17,Italian,1995
1377,28,0,wendlinger,1968-12-20,Austrian,1995
1378,29,0,magnussen,1973-07-04,Danish,1995
1379,30,0,mansell,1953-08-08,British,1995
1380,1,97,damon_hill,1960-09-17,British,1996
1381,2,78,villeneuve,1971-04-09,Canadian,1996
1382,3,59,michael_schumacher,1969-01-03,German,1996
1383,4,47,alesi,1964-06-11,French,1996
1384,5,31,hakkinen,1968-09-28,Finnish,1996
1385,6,21,berger,1959-08-27,Austrian,1996
1386,7,18,coulthard,1971-03-27,British,1996
1387,8,14,barrichello,1972-05-23,Brazilian,1996
1388,9,13,panis,1966-09-02,French,1996
1389,10,11,irvine,1965-11-10,British,1996
1390,11,8,brundle,1959-06-01,British,1996
1391,12,7,frentzen,1967-05-18,German,1996
1392,13,5,salo,1966-11-30,Finnish,1996
1393,14,4,herbert,1964-06-25,British,1996
1394,15,2,diniz,1970-05-22,Brazilian,1996
1395,16,1,verstappen,1972-03-04,Dutch,1996
1396,17,0,katayama,1963-05-29,Japanese,1996
1397,18,0,rosset,1968-07-27,Brazilian,1996
1398,19,0,fisichella,1973-01-14,Italian,1996
1399,20,0,lamy,1972-03-20,Portuguese,1996
1400,21,0,badoer,1971-01-25,Italian,1996
1401,22,0,lavaggi,1958-02-18,Italian,1996
1402,23,0,montermini,1964-05-30,Italian,1996
1403,1,81,villeneuve,1971-04-09,Canadian,1997
1404,2,42,frentzen,1967-05-18,German,1997
1405,3,36,coulthard,1971-03-27,British,1997
1406,4,36,alesi,1964-06-11,French,1997
1407,5,27,berger,1959-08-27,Austrian,1997
1408,6,27,hakkinen,1968-09-28,Finnish,1997
1409,7,24,irvine,1965-11-10,British,1997
1410,8,20,fisichella,1973-01-14,Italian,1997
1411,9,16,panis,1966-09-02,French,1997
1412,10,15,herbert,1964-06-25,British,1997
1413,11,13,ralf_schumacher,1975-06-30,German,1997
1414,12,7,damon_hill,1960-09-17,British,1997
1415,13,6,barrichello,1972-05-23,Brazilian,1997
1416,14,4,wurz,1974-02-15,Austrian,1997
1417,15,3,trulli,1974-07-13,Italian,1997
1418,16,2,diniz,1970-05-22,Brazilian,1997
1419,17,2,salo,1966-11-30,Finnish,1997
1420,18,2,nakano,1971-04-01,Japanese,1997
1421,19,1,larini,1964-03-19,Italian,1997
1422,20,0,magnussen,1973-07-04,Danish,1997
1423,21,0,verstappen,1972-03-04,Dutch,1997
1424,22,0,morbidelli,1968-01-13,Italian,1997
1425,23,0,fontana,1975-01-20,Argentine,1997
1426,24,0,katayama,1963-05-29,Japanese,1997
1427,25,0,marques,1976-01-19,Brazilian,1997
1428,26,78,michael_schumacher,1969-01-03,German,1997
1429,1,100,hakkinen,1968-09-28,Finnish,1998
1430,2,86,michael_schumacher,1969-01-03,German,1998
1431,3,56,coulthard,1971-03-27,British,1998
1432,4,47,irvine,1965-11-10,British,1998
1433,5,21,villeneuve,1971-04-09,Canadian,1998
1434,6,20,damon_hill,1960-09-17,British,1998
1435,7,17,frentzen,1967-05-18,German,1998
1436,8,17,wurz,1974-02-15,Austrian,1998
1437,9,16,fisichella,1973-01-14,Italian,1998
1438,10,14,ralf_schumacher,1975-06-30,German,1998
1439,11,9,alesi,1964-06-11,French,1998
1440,12,4,barrichello,1972-05-23,Brazilian,1998
1441,13,3,salo,1966-11-30,Finnish,1998
1442,14,3,diniz,1970-05-22,Brazilian,1998
1443,15,1,herbert,1964-06-25,British,1998
1444,16,1,trulli,1974-07-13,Italian,1998
1445,17,1,magnussen,1973-07-04,Danish,1998
1446,18,0,nakano,1971-04-01,Japanese,1998
1447,19,0,tuero,1978-04-22,Argentine,1998
1448,20,0,rosset,1968-07-27,Brazilian,1998
1449,21,0,takagi,1974-02-12,Japanese,1998
1450,22,0,panis,1966-09-02,French,1998
1451,23,0,verstappen,1972-03-04,Dutch,1998
1452,1,76,hakkinen,1968-09-28,Finnish,1999
1453,2,74,irvine,1965-11-10,British,1999
1454,3,54,frentzen,1967-05-18,German,1999
1455,4,48,coulthard,1971-03-27,British,1999
1456,5,44,michael_schumacher,1969-01-03,German,1999
1457,6,35,ralf_schumacher,1975-06-30,German,1999
1458,7,21,barrichello,1972-05-23,Brazilian,1999
1459,8,15,herbert,1964-06-25,British,1999
1460,9,13,fisichella,1973-01-14,Italian,1999
1461,10,10,salo,1966-11-30,Finnish,1999
1462,11,7,trulli,1974-07-13,Italian,1999
1463,12,7,damon_hill,1960-09-17,British,1999
1464,13,3,wurz,1974-02-15,Austrian,1999
1465,14,3,diniz,1970-05-22,Brazilian,1999
1466,15,2,alesi,1964-06-11,French,1999
1467,16,2,panis,1966-09-02,French,1999
1468,17,1,gene,1974-03-29,Spanish,1999
1469,18,1,rosa,1971-02-24,Spanish,1999
1470,19,0,zanardi,1966-10-23,Italian,1999
1471,20,0,takagi,1974-02-12,Japanese,1999
1472,21,0,villeneuve,1971-04-09,Canadian,1999
1473,22,0,zonta,1976-03-23,Brazilian,1999
1474,23,0,badoer,1971-01-25,Italian,1999
1475,1,108,michael_schumacher,1969-01-03,German,2000
1476,2,89,hakkinen,1968-09-28,Finnish,2000
1477,3,73,coulthard,1971-03-27,British,2000
1478,4,62,barrichello,1972-05-23,Brazilian,2000
1479,5,24,ralf_schumacher,1975-06-30,German,2000
1480,6,18,fisichella,1973-01-14,Italian,2000
1481,7,17,villeneuve,1971-04-09,Canadian,2000
1482,8,12,button,1980-01-19,British,2000
1483,9,11,frentzen,1967-05-18,German,2000
1484,10,6,trulli,1974-07-13,Italian,2000
1485,11,6,salo,1966-11-30,Finnish,2000
1486,12,5,verstappen,1972-03-04,Dutch,2000
1487,13,4,irvine,1965-11-10,British,2000
1488,14,3,zonta,1976-03-23,Brazilian,2000
1489,15,2,wurz,1974-02-15,Austrian,2000
1490,16,2,rosa,1971-02-24,Spanish,2000
1491,17,0,herbert,1964-06-25,British,2000
1492,18,0,diniz,1970-05-22,Brazilian,2000
1493,19,0,gene,1974-03-29,Spanish,2000
1494,20,0,heidfeld,1977-05-10,German,2000
1495,21,0,mazzacane,1975-05-08,Argentine,2000
1496,22,0,alesi,1964-06-11,French,2000
1497,23,0,burti,1975-03-05,Brazilian,2000
1498,1,123,michael_schumacher,1969-01-03,German,2001
1499,2,65,coulthard,1971-03-27,British,2001
1500,3,56,barrichello,1972-05-23,Brazilian,2001
1501,4,49,ralf_schumacher,1975-06-30,German,2001
1502,5,37,hakkinen,1968-09-28,Finnish,2001
1503,6,31,montoya,1975-09-20,Colombian,2001
1504,7,12,villeneuve,1971-04-09,Canadian,2001
1505,8,12,heidfeld,1977-05-10,German,2001
1506,9,12,trulli,1974-07-13,Italian,2001
1507,10,9,raikkonen,1979-10-17,Finnish,2001
1508,11,8,fisichella,1973-01-14,Italian,2001
1509,12,6,irvine,1965-11-10,British,2001
1510,13,6,frentzen,1967-05-18,German,2001
1511,14,5,panis,1966-09-02,French,2001
1512,15,5,alesi,1964-06-11,French,2001
1513,16,3,rosa,1971-02-24,Spanish,2001
1514,17,2,button,1980-01-19,British,2001
1515,18,1,verstappen,1972-03-04,Dutch,2001
1516,19,0,zonta,1976-03-23,Brazilian,2001
1517,20,0,burti,1975-03-05,Brazilian,2001
1518,21,0,bernoldi,1978-10-19,Brazilian,2001
1519,22,0,marques,1976-01-19,Brazilian,2001
1520,23,0,alonso,1981-07-29,Spanish,2001
1521,24,0,enge,1976-09-11,Czech,2001
1522,25,0,mazzacane,1975-05-08,Argentine,2001
1523,26,0,yoong,1976-07-20,Malaysian,2001
1524,1,144,michael_schumacher,1969-01-03,German,2002
1525,2,77,barrichello,1972-05-23,Brazilian,2002
1526,3,50,montoya,1975-09-20,Colombian,2002
1527,4,42,ralf_schumacher,1975-06-30,German,2002
1528,5,41,coulthard,1971-03-27,British,2002
1529,6,24,raikkonen,1979-10-17,Finnish,2002
1530,7,14,button,1980-01-19,British,2002
1531,8,9,trulli,1974-07-13,Italian,2002
1532,9,8,irvine,1965-11-10,British,2002
1533,10,7,heidfeld,1977-05-10,German,2002
1534,11,7,fisichella,1973-01-14,Italian,2002
1535,12,4,villeneuve,1971-04-09,Canadian,2002
1536,13,4,massa,1981-04-25,Brazilian,2002
1537,14,3,panis,1966-09-02,French,2002
1538,15,2,sato,1977-01-28,Japanese,2002
1539,16,2,webber,1976-08-27,Australian,2002
1540,17,2,salo,1966-11-30,Finnish,2002
1541,18,2,frentzen,1967-05-18,German,2002
1542,19,0,mcnish,1969-12-29,British,2002
1543,20,0,yoong,1976-07-20,Malaysian,2002
1544,21,0,rosa,1971-02-24,Spanish,2002
1545,22,0,bernoldi,1978-10-19,Brazilian,2002
1546,1,93,michael_schumacher,1969-01-03,German,2003
1547,2,91,raikkonen,1979-10-17,Finnish,2003
1548,3,82,montoya,1975-09-20,Colombian,2003
1549,4,65,barrichello,1972-05-23,Brazilian,2003
1550,5,58,ralf_schumacher,1975-06-30,German,2003
1551,6,55,alonso,1981-07-29,Spanish,2003
1552,7,51,coulthard,1971-03-27,British,2003
1553,8,33,trulli,1974-07-13,Italian,2003
1554,9,17,button,1980-01-19,British,2003
1555,10,17,webber,1976-08-27,Australian,2003
1556,11,13,frentzen,1967-05-18,German,2003
1557,12,12,fisichella,1973-01-14,Italian,2003
1558,13,10,matta,1973-09-19,Brazilian,2003
1559,14,6,heidfeld,1977-05-10,German,2003
1560,15,6,panis,1966-09-02,French,2003
1561,16,6,villeneuve,1971-04-09,Canadian,2003
1562,17,4,gene,1974-03-29,Spanish,2003
1563,18,3,sato,1977-01-28,Japanese,2003
1564,19,1,firman,1975-05-20,Irish,2003
1565,20,1,wilson,1978-07-31,British,2003
1566,21,0,pizzonia,1980-09-11,Brazilian,2003
1567,22,0,verstappen,1972-03-04,Dutch,2003
1568,23,0,kiesa,1978-03-03,Danish,2003
1569,24,0,baumgartner,1981-01-01,Hungarian,2003
1570,1,148,michael_schumacher,1969-01-03,German,2004
1571,2,114,barrichello,1972-05-23,Brazilian,2004
1572,3,85,button,1980-01-19,British,2004
1573,4,59,alonso,1981-07-29,Spanish,2004
1574,5,58,montoya,1975-09-20,Colombian,2004
1575,6,46,trulli,1974-07-13,Italian,2004
1576,7,45,raikkonen,1979-10-17,Finnish,2004
1577,8,34,sato,1977-01-28,Japanese,2004
1578,9,24,ralf_schumacher,1975-06-30,German,2004
1579,10,24,coulthard,1971-03-27,British,2004
1580,11,22,fisichella,1973-01-14,Italian,2004
1581,12,12,massa,1981-04-25,Brazilian,2004
1582,13,7,webber,1976-08-27,Australian,2004
1583,14,6,panis,1966-09-02,French,2004
1584,15,6,pizzonia,1980-09-11,Brazilian,2004
1585,16,3,klien,1983-02-07,Austrian,2004
1586,17,3,matta,1973-09-19,Brazilian,2004
1587,18,3,heidfeld,1977-05-10,German,2004
1588,19,2,glock,1982-03-18,German,2004
1589,20,1,baumgartner,1981-01-01,Hungarian,2004
1590,21,0,villeneuve,1971-04-09,Canadian,2004
1591,22,0,zonta,1976-03-23,Brazilian,2004
1592,23,0,gene,1974-03-29,Spanish,2004
1593,24,0,pantano,1979-02-04,Italian,2004
1594,25,0,bruni,1981-05-30,Italian,2004
1595,1,133,alonso,1981-07-29,Spanish,2005
1596,2,112,raikkonen,1979-10-17,Finnish,2005
1597,3,62,michael_schumacher,1969-01-03,German,2005
1598,4,60,montoya,1975-09-20,Colombian,2005
1599,5,58,fisichella,1973-01-14,Italian,2005
1600,6,45,ralf_schumacher,1975-06-30,German,2005
1601,7,43,trulli,1974-07-13,Italian,2005
1602,8,38,barrichello,1972-05-23,Brazilian,2005
1603,9,37,button,1980-01-19,British,2005
1604,10,36,webber,1976-08-27,Australian,2005
1605,11,28,heidfeld,1977-05-10,German,2005
1606,12,24,coulthard,1971-03-27,British,2005
1607,13,11,massa,1981-04-25,Brazilian,2005
1608,14,9,villeneuve,1971-04-09,Canadian,2005
1609,15,9,klien,1983-02-07,Austrian,2005
1610,16,7,monteiro,1976-07-24,Portuguese,2005
1611,17,6,wurz,1974-02-15,Austrian,2005
1612,18,5,karthikeyan,1977-01-14,Indian,2005
1613,19,4,albers,1979-04-16,Dutch,2005
1614,20,4,rosa,1971-02-24,Spanish,2005
1615,21,3,friesacher,1980-09-26,Austrian,2005
1616,22,2,pizzonia,1980-09-11,Brazilian,2005
1617,23,1,sato,1977-01-28,Japanese,2005
1618,24,1,liuzzi,1980-08-06,Italian,2005
1619,25,0,doornbos,1981-09-23,Dutch,2005
1620,26,0,zonta,1976-03-23,Brazilian,2005
1621,27,0,davidson,1979-04-18,British,2005
1622,1,134,alonso,1981-07-29,Spanish,2006
1623,2,121,michael_schumacher,1969-01-03,German,2006
1624,3,80,massa,1981-04-25,Brazilian,2006
1625,4,72,fisichella,1973-01-14,Italian,2006
1626,5,65,raikkonen,1979-10-17,Finnish,2006
1627,6,56,button,1980-01-19,British,2006
1628,7,30,barrichello,1972-05-23,Brazilian,2006
1629,8,26,montoya,1975-09-20,Colombian,2006
1630,9,23,heidfeld,1977-05-10,German,2006
1631,10,20,ralf_schumacher,1975-06-30,German,2006
1632,11,19,rosa,1971-02-24,Spanish,2006
1633,12,15,trulli,1974-07-13,Italian,2006
1634,13,14,coulthard,1971-03-27,British,2006
1635,14,7,webber,1976-08-27,Australian,2006
1636,15,7,villeneuve,1971-04-09,Canadian,2006
1637,16,6,kubica,1984-12-07,Polish,2006
1638,17,4,rosberg,1985-06-27,German,2006
1639,18,2,klien,1983-02-07,Austrian,2006
1640,19,1,liuzzi,1980-08-06,Italian,2006
1641,20,0,speed,1983-01-24,American,2006
1642,21,0,monteiro,1976-07-24,Portuguese,2006
1643,22,0,albers,1979-04-16,Dutch,2006
1644,23,0,sato,1977-01-28,Japanese,2006
1645,24,0,doornbos,1981-09-23,Dutch,2006
1646,25,0,ide,1975-01-21,Japanese,2006
1647,26,0,yamamoto,1982-07-09,Japanese,2006
1648,27,0,montagny,1978-01-05,French,2006
1649,1,110,raikkonen,1979-10-17,Finnish,2007
1650,2,109,hamilton,1985-01-07,British,2007
1651,3,109,alonso,1981-07-29,Spanish,2007
1652,4,94,massa,1981-04-25,Brazilian,2007
1653,5,61,heidfeld,1977-05-10,German,2007
1654,6,39,kubica,1984-12-07,Polish,2007
1655,7,30,kovalainen,1981-10-19,Finnish,2007
1656,8,21,fisichella,1973-01-14,Italian,2007
1657,9,20,rosberg,1985-06-27,German,2007
1658,10,14,coulthard,1971-03-27,British,2007
1659,11,13,wurz,1974-02-15,Austrian,2007
1660,12,10,webber,1976-08-27,Australian,2007
1661,13,8,trulli,1974-07-13,Italian,2007
1662,14,6,vettel,1987-07-03,German,2007
1663,15,6,button,1980-01-19,British,2007
1664,16,5,ralf_schumacher,1975-06-30,German,2007
1665,17,4,sato,1977-01-28,Japanese,2007
1666,18,3,liuzzi,1980-08-06,Italian,2007
1667,19,1,sutil,1983-01-11,German,2007
1668,20,0,barrichello,1972-05-23,Brazilian,2007
1669,21,0,speed,1983-01-24,American,2007
1670,22,0,nakajima,1985-01-11,Japanese,2007
1671,23,0,davidson,1979-04-18,British,2007
1672,24,0,yamamoto,1982-07-09,Japanese,2007
1673,25,0,albers,1979-04-16,Dutch,2007
1674,1,98,hamilton,1985-01-07,British,2008
1675,2,97,massa,1981-04-25,Brazilian,2008
1676,3,75,raikkonen,1979-10-17,Finnish,2008
1677,4,75,kubica,1984-12-07,Polish,2008
1678,5,61,alonso,1981-07-29,Spanish,2008
1679,6,60,heidfeld,1977-05-10,German,2008
1680,7,53,kovalainen,1981-10-19,Finnish,2008
1681,8,35,vettel,1987-07-03,German,2008
1682,9,31,trulli,1974-07-13,Italian,2008
1683,10,25,glock,1982-03-18,German,2008
1684,11,21,webber,1976-08-27,Australian,2008
1685,12,19,piquet_jr,1985-07-25,Brazilian,2008
1686,13,17,rosberg,1985-06-27,German,2008
1687,14,11,barrichello,1972-05-23,Brazilian,2008
1688,15,9,nakajima,1985-01-11,Japanese,2008
1689,16,8,coulthard,1971-03-27,British,2008
1690,17,4,bourdais,1979-02-28,French,2008
1691,18,3,button,1980-01-19,British,2008
1692,19,0,fisichella,1973-01-14,Italian,2008
1693,20,0,sutil,1983-01-11,German,2008
1694,21,0,sato,1977-01-28,Japanese,2008
1695,22,0,davidson,1979-04-18,British,2008
1696,1,95,button,1980-01-19,British,2009
1697,2,84,vettel,1987-07-03,German,2009
1698,3,77,barrichello,1972-05-23,Brazilian,2009
1699,4,69.5,webber,1976-08-27,Australian,2009
1700,5,49,hamilton,1985-01-07,British,2009
1701,6,48,raikkonen,1979-10-17,Finnish,2009
1702,7,34.5,rosberg,1985-06-27,German,2009
1703,8,32.5,trulli,1974-07-13,Italian,2009
1704,9,26,alonso,1981-07-29,Spanish,2009
1705,10,24,glock,1982-03-18,German,2009
1706,11,22,massa,1981-04-25,Brazilian,2009
1707,12,22,kovalainen,1981-10-19,Finnish,2009
1708,13,19,heidfeld,1977-05-10,German,2009
1709,14,17,kubica,1984-12-07,Polish,2009
1710,15,8,fisichella,1973-01-14,Italian,2009
1711,16,6,buemi,1988-10-31,Swiss,2009
1712,17,5,sutil,1983-01-11,German,2009
1713,18,3,kobayashi,1986-09-13,Japanese,2009
1714,19,2,bourdais,1979-02-28,French,2009
1715,20,0,nakajima,1985-01-11,Japanese,2009
1716,21,0,piquet_jr,1985-07-25,Brazilian,2009
1717,22,0,liuzzi,1980-08-06,Italian,2009
1718,23,0,grosjean,1986-04-17,French,2009
1719,24,0,alguersuari,1990-03-23,Spanish,2009
1720,25,0,badoer,1971-01-25,Italian,2009
1721,1,256,vettel,1987-07-03,German,2010
1722,2,252,alonso,1981-07-29,Spanish,2010
1723,3,242,webber,1976-08-27,Australian,2010
1724,4,240,hamilton,1985-01-07,British,2010
1725,5,214,button,1980-01-19,British,2010
1726,6,144,massa,1981-04-25,Brazilian,2010
1727,7,142,rosberg,1985-06-27,German,2010
1728,8,136,kubica,1984-12-07,Polish,2010
1729,9,72,michael_schumacher,1969-01-03,German,2010
1730,10,47,barrichello,1972-05-23,Brazilian,2010
1731,11,47,sutil,1983-01-11,German,2010
1732,12,32,kobayashi,1986-09-13,Japanese,2010
1733,13,27,petrov,1984-09-08,Russian,2010
1734,14,22,hulkenberg,1987-08-19,German,2010
1735,15,21,liuzzi,1980-08-06,Italian,2010
1736,16,8,buemi,1988-10-31,Swiss,2010
1737,17,6,rosa,1971-02-24,Spanish,2010
1738,18,6,heidfeld,1977-05-10,German,2010
1739,19,5,alguersuari,1990-03-23,Spanish,2010
1740,20,0,kovalainen,1981-10-19,Finnish,2010
1741,21,0,trulli,1974-07-13,Italian,2010
1742,22,0,chandhok,1984-01-19,Indian,2010
1743,23,0,bruno_senna,1983-10-15,Brazilian,2010
1744,24,0,grassi,1984-08-11,Brazilian,2010
1745,25,0,glock,1982-03-18,German,2010
1746,26,0,yamamoto,1982-07-09,Japanese,2010
1747,27,0,klien,1983-02-07,Austrian,2010
1748,1,392,vettel,1987-07-03,German,2011
1749,2,270,button,1980-01-19,British,2011
1750,3,258,webber,1976-08-27,Australian,2011
1751,4,257,alonso,1981-07-29,Spanish,2011
1752,5,227,hamilton,1985-01-07,British,2011
1753,6,118,massa,1981-04-25,Brazilian,2011
1754,7,89,rosberg,1985-06-27,German,2011
1755,8,76,michael_schumacher,1969-01-03,German,2011
1756,9,42,sutil,1983-01-11,German,2011
1757,10,37,petrov,1984-09-08,Russian,2011
1758,11,34,heidfeld,1977-05-10,German,2011
1759,12,30,kobayashi,1986-09-13,Japanese,2011
1760,13,27,resta,1986-04-16,British,2011
1761,14,26,alguersuari,1990-03-23,Spanish,2011
1762,15,15,buemi,1988-10-31,Swiss,2011
1763,16,14,perez,1990-01-26,Mexican,2011
1764,17,4,barrichello,1972-05-23,Brazilian,2011
1765,18,2,bruno_senna,1983-10-15,Brazilian,2011
1766,19,1,maldonado,1985-03-09,Venezuelan,2011
1767,20,0,rosa,1971-02-24,Spanish,2011
1768,21,0,trulli,1974-07-13,Italian,2011
1769,22,0,kovalainen,1981-10-19,Finnish,2011
1770,23,0,liuzzi,1980-08-06,Italian,2011
1771,24,0,ambrosio,1985-12-27,Belgian,2011
1772,25,0,glock,1982-03-18,German,2011
1773,26,0,karthikeyan,1977-01-14,Indian,2011
1774,27,0,ricciardo,1989-07-01,Australian,2011
1775,28,0,chandhok,1984-01-19,Indian,2011
1776,1,281,vettel,1987-07-03,German,2012
1777,2,278,alonso,1981-07-29,Spanish,2012
1778,3,207,raikkonen,1979-10-17,Finnish,2012
1779,4,190,hamilton,1985-01-07,British,2012
1780,5,188,button,1980-01-19,British,2012
1781,6,179,webber,1976-08-27,Australian,2012
1782,7,122,massa,1981-04-25,Brazilian,2012
1783,8,96,grosjean,1986-04-17,French,2012
1784,9,93,rosberg,1985-06-27,German,2012
1785,10,66,perez,1990-01-26,Mexican,2012
1786,11,63,hulkenberg,1987-08-19,German,2012
1787,12,60,kobayashi,1986-09-13,Japanese,2012
1788,13,49,michael_schumacher,1969-01-03,German,2012
1789,14,46,resta,1986-04-16,British,2012
1790,15,45,maldonado,1985-03-09,Venezuelan,2012
1791,16,31,bruno_senna,1983-10-15,Brazilian,2012
1792,17,16,vergne,1990-04-25,French,2012
1793,18,10,ricciardo,1989-07-01,Australian,2012
1794,19,0,petrov,1984-09-08,Russian,2012
1795,20,0,glock,1982-03-18,German,2012
1796,21,0,pic,1990-02-15,French,2012
1797,22,0,kovalainen,1981-10-19,Finnish,2012
1798,23,0,ambrosio,1985-12-27,Belgian,2012
1799,24,0,karthikeyan,1977-01-14,Indian,2012
1800,25,0,rosa,1971-02-24,Spanish,2012
1801,1,397,vettel,1987-07-03,German,2013
1802,2,242,alonso,1981-07-29,Spanish,2013
1803,3,199,webber,1976-08-27,Australian,2013
1804,4,189,hamilton,1985-01-07,British,2013
1805,5,183,raikkonen,1979-10-17,Finnish,2013
1806,6,171,rosberg,1985-06-27,German,2013
1807,7,132,grosjean,1986-04-17,French,2013
1808,8,112,massa,1981-04-25,Brazilian,2013
1809,9,73,button,1980-01-19,British,2013
1810,10,51,hulkenberg,1987-08-19,German,2013
1811,11,49,perez,1990-01-26,Mexican,2013
1812,12,48,resta,1986-04-16,British,2013
1813,13,29,sutil,1983-01-11,German,2013
1814,14,20,ricciardo,1989-07-01,Australian,2013
1815,15,13,vergne,1990-04-25,French,2013
1816,16,6,gutierrez,1991-08-05,Mexican,2013
1817,17,4,bottas,1989-08-28,Finnish,2013
1818,18,1,maldonado,1985-03-09,Venezuelan,2013
1819,19,0,jules_bianchi,1989-08-03,French,2013
1820,20,0,pic,1990-02-15,French,2013
1821,21,0,garde,1985-04-25,Dutch,2013
1822,22,0,kovalainen,1981-10-19,Finnish,2013
1823,23,0,chilton,1991-04-21,British,2013
1824,1,384,hamilton,1985-01-07,British,2014
1825,2,317,rosberg,1985-06-27,German,2014
1826,3,238,ricciardo,1989-07-01,Australian,2014
1827,4,186,bottas,1989-08-28,Finnish,2014
1828,5,167,vettel,1987-07-03,German,2014
1829,6,161,alonso,1981-07-29,Spanish,2014
1830,7,134,massa,1981-04-25,Brazilian,2014
1831,8,126,button,1980-01-19,British,2014
1832,9,96,hulkenberg,1987-08-19,German,2014
1833,10,59,perez,1990-01-26,Mexican,2014
1834,11,55,kevin_magnussen,1992-10-05,Danish,2014
1835,12,55,raikkonen,1979-10-17,Finnish,2014
1836,13,22,vergne,1990-04-25,French,2014
1837,14,8,grosjean,1986-04-17,French,2014
1838,15,8,kvyat,1994-04-26,Russian,2014
1839,16,2,maldonado,1985-03-09,Venezuelan,2014
1840,17,2,jules_bianchi,1989-08-03,French,2014
1841,18,0,sutil,1983-01-11,German,2014
1842,19,0,ericsson,1990-09-02,Swedish,2014
1843,20,0,gutierrez,1991-08-05,Mexican,2014
1844,21,0,chilton,1991-04-21,British,2014
1845,22,0,kobayashi,1986-09-13,Japanese,2014
1846,23,0,stevens,1991-06-28,British,2014
1847,24,0,lotterer,1981-11-19,German,2014
1848,1,381,hamilton,1985-01-07,British,2015
1849,2,322,rosberg,1985-06-27,German,2015
1850,3,278,vettel,1987-07-03,German,2015
1851,4,150,raikkonen,1979-10-17,Finnish,2015
1852,5,136,bottas,1989-08-28,Finnish,2015
1853,6,121,massa,1981-04-25,Brazilian,2015
1854,7,95,kvyat,1994-04-26,Russian,2015
1855,8,92,ricciardo,1989-07-01,Australian,2015
1856,9,78,perez,1990-01-26,Mexican,2015
1857,10,58,hulkenberg,1987-08-19,German,2015
1858,11,51,grosjean,1986-04-17,French,2015
1859,12,49,max_verstappen,1997-09-30,Dutch,2015
1860,13,27,nasr,1992-08-21,Brazilian,2015
1861,14,27,maldonado,1985-03-09,Venezuelan,2015
1862,15,18,sainz,1994-09-01,Spanish,2015
1863,16,16,button,1980-01-19,British,2015
1864,17,11,alonso,1981-07-29,Spanish,2015
1865,18,9,ericsson,1990-09-02,Swedish,2015
1866,19,0,merhi,1991-03-22,Spanish,2015
1867,20,0,rossi,1991-09-25,American,2015
1868,21,0,stevens,1991-06-28,British,2015
1869,22,0,kevin_magnussen,1992-10-05,Danish,2015
