year,player,surface,matches_tot,matches_w,perc_2nd_overall,perc_2nd_w,margin_2nd_w,matches_2nd_w
2009,Michael Lammer,Clay,2,0,,,,0
2009,Michael Lammer,Hard,4,1,14.0,17.0,8.0,1
2009,Dudi Sela,Carpet,2,2,,,,0
2009,Dudi Sela,Clay,5,1,13.533333333333331,21.0,-7.0,0
2009,Dudi Sela,Grass,8,5,17.0,18.6,3.200000000000001,3
2009,Dudi Sela,Hard,25,10,15.566666666666665,15.666666666666666,1.4444444444444446,1
2009,Sascha Kloer,Clay,1,0,,,,0
2009,Joseph Sirianni,Grass,1,0,,,,0
2009,Joseph Sirianni,Hard,1,0,,,,0
2009,Michael Yani,Grass,1,0,,,,0
2009,Michael Yani,Hard,2,0,,,,0
2009,Leonardo Tavares,Clay,1,1,,,,0
2009,Dmitry Tursunov,Carpet,1,1,,,,0
2009,Dmitry Tursunov,Clay,1,0,,,,0
2009,Dmitry Tursunov,Grass,8,6,15.625,16.5,-0.16666666666666785,1
2009,Dmitry Tursunov,Hard,21,7,17.714285714285715,13.714285714285714,0.5714285714285712,0
2009,Roman Valent,Hard,1,0,,,,0
2009,Yong Kyu Lim,Clay,1,0,,,,0
2009,Yong Kyu Lim,Hard,1,0,,,,0
2009,Teymuraz Gabashvili,Carpet,1,1,,,,0
2009,Teymuraz Gabashvili,Clay,16,7,15.041666666666668,18.666666666666668,5.500000000000002,0
2009,Teymuraz Gabashvili,Grass,3,0,,,,0
2009,Teymuraz Gabashvili,Hard,17,5,17.647058823529413,23.4,6.0,1
2009,Mohamed Mamoun,Clay,1,1,,,,0
2009,Ahmad Rabeea Muhammad,Hard,3,0,,,,0
2009,Caio Zampieri,Clay,1,0,,,,0
2009,Ruben Ramirez Hidalgo,Clay,9,4,16.22222222222222,16.0,0.75,0
2009,Ruben Ramirez Hidalgo,Grass,1,0,,,,0
2009,Ruben Ramirez Hidalgo,Hard,4,0,,,,0
2009,Guillermo Garcia Lopez,Clay,18,10,13.944444444444445,13.8,2.3000000000000007,2
2009,Guillermo Garcia Lopez,Grass,9,6,12.666666666666666,14.5,2.333333333333334,1
2009,Guillermo Garcia Lopez,Hard,28,12,14.035714285714286,17.166666666666668,3.583333333333334,2
2009,Denis Gremelmayr,Clay,4,1,7.75,5.0,3.0,0
2009,Denis Gremelmayr,Hard,7,1,17.571428571428573,24.0,1.0,0
2009,Kittipong Wachiramanowong,Hard,7,0,,,,0
2009,Lado Chikhladze,Hard,2,1,,,,0
2009,Brandon Burke,Clay,1,0,,,,0
2009,Carsten Ball,Hard,8,5,16.625,16.8,1.200000000000001,1
2009,Henri Laaksonen,Clay,1,1,,,,0
2009,Mao Xin Gong,Hard,3,1,,,,0
2009,Roko Karanusic,Clay,2,0,,,,0
2009,Roko Karanusic,Grass,1,0,,,,0
2009,Roko Karanusic,Hard,7,2,15.0,21.0,0.0,0
2009,Albert Montanes,Clay,27,17,16.296296296296298,16.58823529411765,3.411764705882355,5
2009,Albert Montanes,Grass,3,2,23.666666666666668,23.5,3.0,0
2009,Albert Montanes,Hard,16,6,14.162500000000001,17.6,5.200000000000001,2
2009,Jesse Witten,Hard,4,2,25.5,27.0,6.5,1
2009,Jhonnatan Medina Alvarez,Hard,1,0,,,,0
2009,Sergio Roitman,Clay,6,1,7.666666666666667,3.0,-8.0,0
2009,Sergio Roitman,Grass,1,0,,,,0
2009,Sergio Roitman,Hard,1,0,,,,0
2009,Chris Eaton,Hard,2,1,,,,0
2009,Michal Przysiezny,Clay,1,0,,,,0
2009,Michal Przysiezny,Hard,3,1,,,,0
2009,Martin Klizan,Clay,1,0,,,,0
2009,Mikhail Elgin,Hard,2,1,8.0,11.0,-5.0,0
2009,Lars Poerschke,Hard,1,0,,,,0
2009,Xavier Malisse,Clay,2,1,,,,0
2009,Xavier Malisse,Grass,4,2,18.5,13.5,2.0,1
2009,Xavier Malisse,Hard,3,1,20.333333333333332,13.0,-7.0,0
2009,Daniel Dutra Da Silva,Clay,1,0,,,,0
2009,Santiago Ventura,Clay,10,5,12.4,10.6,1.5999999999999996,1
2009,Santiago Ventura,Grass,1,0,,,,0
2009,Santiago Ventura,Hard,2,0,,,,0
2009,Damar Johnson,Clay,1,0,,,,0
2009,David Nalbandian,Clay,12,7,17.5625,16.0,6.0,4
2009,David Nalbandian,Hard,10,7,20.1,17.0,2.0,3
2009,Vaja Uzakov,Clay,1,0,,,,0
2009,Vaja Uzakov,Hard,1,0,,,,0
2009,Frederic Niemeyer,Clay,1,0,,,,0
2009,Frederic Niemeyer,Hard,4,1,18.75,12.0,5.0,0
2009,Laurent Recouderc,Clay,1,0,,,,0
2009,Laurent Recouderc,Hard,3,0,,,,0
2009,Rafael Nadal,Clay,28,26,11.367857142857144,11.55,1.75,1
2009,Rafael Nadal,Hard,54,42,13.61111111111111,14.761904761904763,0.5238095238095255,8
2009,Evgeny Donskoy,Hard,1,0,,,,0
2009,Maximo Gonzalez,Clay,22,12,13.509090909090908,15.1,-0.20000000000000107,2
2009,Maximo Gonzalez,Grass,1,0,,,,0
2009,Maximo Gonzalez,Hard,3,1,22.666666666666668,21.0,-8.0,0
2009,Timo Nieminen,Clay,1,0,,,,0
2009,Timo Nieminen,Hard,1,0,,,,0
2009,Kevin Kim,Clay,3,1,9.666666666666666,4.0,-1.0,0
2009,Kevin Kim,Grass,5,2,19.2,22.0,1.0,1
2009,Kevin Kim,Hard,15,4,14.733333333333333,14.75,1.25,1
2009,Robert Kendrick,Clay,4,1,20.0,44.0,11.0,0
2009,Robert Kendrick,Grass,3,0,,,,0
2009,Robert Kendrick,Hard,18,8,16.0,13.875,3.375,1
2009,Andreas Vinciguerra,Carpet,2,0,,,,0
2009,Andreas Vinciguerra,Clay,7,4,13.285714285714286,15.5,-3.5,0
2009,Andreas Vinciguerra,Hard,3,0,,,,0
2009,Colin Fleming,Grass,1,0,,,,0
2009,Andrei Pavel,Clay,2,0,,,,0
2009,Andrei Pavel,Grass,2,0,,,,0
2009,Andrei Pavel,Hard,2,0,,,,0
2009,Daniel Evans,Grass,1,0,,,,0
2009,Daniel Evans,Hard,2,0,,,,0
2009,Mikhail Kukushkin,Carpet,2,1,,,,0
2009,Mikhail Kukushkin,Clay,3,1,17.333333333333332,14.0,1.0,0
2009,Mikhail Kukushkin,Hard,9,5,16.97222222222222,18.75,4.75,2
2009,Nicolas Lapentti,Clay,14,6,15.785714285714286,19.0,3.666666666666666,1
2009,Nicolas Lapentti,Grass,1,0,,,,0
2009,Nicolas Lapentti,Hard,10,5,24.533333333333335,24.666666666666668,0.0,0
2009,Pere Riba,Clay,5,2,16.8,22.5,6.0,0
2009,Hans Podlipnik Castillo,Hard,1,0,,,,0
2009,Bjorn Phau,Clay,9,4,16.22222222222222,21.5,6.75,3
2009,Bjorn Phau,Grass,3,0,,,,0
2009,Bjorn Phau,Hard,17,8,16.0,17.25,7.0,3
2009,Rabie Chaki,Clay,1,0,,,,0
2009,Michael Russell,Clay,1,0,,,,0
2009,Michael Russell,Hard,5,2,12.4,12.5,2.0,0
2009,Amer Delic,Clay,1,0,,,,0
2009,Amer Delic,Grass,1,0,,,,0
2009,Amer Delic,Hard,6,3,24.833333333333332,25.666666666666668,3.666666666666668,2
2009,Adam Thompson,Hard,1,1,,,,0
2009,Rui Machado,Clay,6,3,16.5,19.0,-2.5,0
2009,Rui Machado,Hard,2,0,,,,0
2009,Johnny Arcilla,Clay,1,1,,,,0
2009,Wayne Odesnik,Clay,7,4,18.428571428571427,20.25,4.5,2
2009,Wayne Odesnik,Grass,1,0,,,,0
2009,Wayne Odesnik,Hard,15,6,15.266666666666667,15.5,0.6666666666666661,2
2009,Takao Suzuki,Carpet,1,1,,,,0
2009,Takao Suzuki,Clay,1,1,,,,0
2009,Takao Suzuki,Hard,1,0,,,,0
2009,David Guez,Hard,4,2,15.0,18.0,5.5,1
2009,Rohan Bopanna,Hard,6,2,17.0,20.0,-2.0,0
2009,Jarkko Nieminen,Carpet,2,1,,,,0
2009,Jarkko Nieminen,Clay,1,0,,,,0
2009,Jarkko Nieminen,Hard,26,13,14.495726495726498,14.222222222222221,1.666666666666666,2
2009,G D Jones,Hard,2,2,,,,0
2009,Jhonson Garcia,Clay,2,2,,,,0
2009,Rik De Voest,Grass,1,0,,,,0
2009,Rik De Voest,Hard,9,3,14.0,16.0,4.0,0
2009,Joao Sousa,Clay,1,1,,,,0
2009,Joao Sousa,Hard,1,1,,,,0
2009,Lamine Ouahab,Clay,1,0,,,,0
2009,Lamine Ouahab,Hard,2,0,,,,0
2009,Donald Young,Hard,4,0,,,,0
2009,Hyung Taik Lee,Clay,2,1,,,,0
2009,Hyung Taik Lee,Hard,2,1,,,,0
2009,Jo-Wilfried Tsonga,Carpet,2,2,,,,0
2009,Jo-Wilfried Tsonga,Clay,12,8,17.416666666666668,16.5,2.5,2
2009,Jo-Wilfried Tsonga,Grass,5,3,20.3,20.5,-2.0,1
2009,Jo-Wilfried Tsonga,Hard,56,41,14.653061224489795,14.682926829268293,-0.5121951219512191,7
2009,Farrukh Dustov,Clay,3,1,,,,0
2009,Farrukh Dustov,Hard,1,0,,,,0
2009,Francesco Piccari,Clay,1,0,,,,0
2009,Antonio Veic,Hard,3,2,20.666666666666668,23.0,0.0,0
2009,Slimane Saoudi,Clay,1,0,,,,0
2009,Dario Acosta,Clay,1,0,,,,0
2009,Mardy Fish,Clay,10,4,20.54,20.75,7.5,3
2009,Mardy Fish,Grass,6,4,14.0,15.0,1.5,1
2009,Mardy Fish,Hard,23,13,18.917874396135264,18.76923076923077,3.8461538461538467,4
2009,Lukas Rosol,Hard,1,0,,,,0
2009,Patrick Tierro,Clay,1,0,,,,0
2009,Adam Kellner,Carpet,2,1,,,,0
2009,Paul Capdeville,Clay,15,7,14.406349206349207,16.666666666666668,2.166666666666668,1
2009,Paul Capdeville,Grass,3,0,,,,0
2009,Paul Capdeville,Hard,7,2,13.892857142857142,18.0,-0.5,0
2009,Jeremy Chardy,Clay,24,16,15.372222222222222,15.933333333333334,0.06666666666666643,1
2009,Jeremy Chardy,Grass,5,2,19.8,15.0,-2.0,0
2009,Jeremy Chardy,Hard,34,17,16.029411764705884,17.0,0.8235294117647065,4
2009,Stefan Koubek,Clay,7,1,19.214285714285715,25.0,1.0,1
2009,Stefan Koubek,Grass,3,1,25.0,32.0,4.0,1
2009,Stefan Koubek,Hard,11,6,15.863636363636363,13.25,2.75,0
2009,Jose Acasuso,Clay,26,14,14.76923076923077,16.214285714285715,4.357142857142858,6
2009,Jose Acasuso,Grass,1,0,,,,0
2009,Jose Acasuso,Hard,15,7,18.866666666666667,22.571428571428573,3.0,2
2009,Oscar Hernandez,Clay,28,13,11.142857142857142,10.461538461538462,0.3076923076923084,2
2009,Oscar Hernandez,Grass,4,1,9.0,13.0,8.0,0
2009,Oscar Hernandez,Hard,10,1,14.3,18.0,5.0,1
2009,George Khrikadze,Clay,1,0,,,,0
2009,George Khrikadze,Hard,1,0,,,,0
2009,Vicente Elberto Anasta,Clay,1,0,,,,0
2009,Harel Levy,Carpet,2,1,,,,0
2009,Harel Levy,Clay,2,1,,,,0
2009,Harel Levy,Grass,1,0,,,,0
2009,Harel Levy,Hard,2,2,,,,0
2009,Deniss Pavlovs,Carpet,1,1,,,,0
2009,Tomislav Jotovski,Hard,1,0,,,,0
2009,Mohammed Al Nabhani,Hard,4,1,,,,0
2009,Alexander Blom,Hard,2,2,,,,0
2009,John Isner,Clay,3,2,20.333333333333332,16.5,-5.0,0
2009,John Isner,Hard,42,25,16.071428571428573,17.96,-0.11999999999999744,4
2009,Arnaud Clement,Clay,7,3,18.0,12.0,-0.6666666666666661,0
2009,Arnaud Clement,Grass,4,0,,,,0
2009,Arnaud Clement,Hard,23,11,14.869565217391305,18.363636363636363,5.818181818181818,4
2009,Viktor Troicki,Clay,19,9,15.548245614035086,18.75,1.75,2
2009,Viktor Troicki,Grass,4,2,17.5,26.0,7.5,1
2009,Viktor Troicki,Hard,38,21,12.146814404432133,12.789473684210526,-0.4210526315789487,2
2009,Jose Benitez,Clay,1,1,,,,0
2009,Alexander Tavkhelidze,Clay,1,0,,,,0
2009,Denis Istomin,Clay,6,4,21.0,23.0,-17.0,0
2009,Denis Istomin,Grass,6,3,18.5,17.0,-2.0,0
2009,Denis Istomin,Hard,22,9,12.329545454545455,15.333333333333334,-3.333333333333334,0
2009,Simon Greul,Clay,13,8,15.615384615384615,18.75,5.0,4
2009,Simon Greul,Grass,2,1,19.0,22.0,6.0,0
2009,Simon Greul,Hard,15,6,17.133333333333333,20.166666666666668,2.8333333333333357,2
2009,Go Soeda,Carpet,2,2,,,,0
2009,Go Soeda,Hard,3,0,,,,0
2009,Karol Beck,Clay,1,0,,,,0
2009,Karol Beck,Grass,2,1,34.5,34.0,2.0,0
2009,Karol Beck,Hard,8,3,15.625,19.0,1.6666666666666679,1
2009,Vincent Millot,Hard,2,0,,,,0
2009,Paul Henri Mathieu,Clay,19,10,18.31578947368421,18.7,6.299999999999999,3
2009,Paul Henri Mathieu,Grass,5,2,16.6,16.0,3.5,1
2009,Paul Henri Mathieu,Hard,33,16,16.515151515151516,18.5625,2.75,4
2009,Florian Mayer,Clay,2,1,12.0,15.0,-4.0,0
2009,Florian Mayer,Hard,7,2,14.428571428571429,17.5,10.0,0
2009,Dominik Meffert,Clay,1,0,,,,0
2009,Dominik Meffert,Hard,1,0,,,,0
2009,Evan King,Hard,1,0,,,,0
2009,Ramon Delgado,Clay,2,2,,,,0
2009,Ramon Delgado,Hard,1,0,,,,0
2009,Denes Lukacs,Clay,2,0,,,,0
2009,Predrag Rusevski,Hard,1,0,,,,0
2009,Stan Wawrinka,Clay,20,13,14.9875,14.75,1.166666666666666,2
2009,Stan Wawrinka,Grass,4,3,22.5,20.333333333333332,4.333333333333332,0
2009,Stan Wawrinka,Hard,27,15,19.9005439005439,19.384615384615383,3.23076923076923,6
2009,Di Wu,Carpet,1,0,,,,0
2009,Attila Balazs,Carpet,2,0,,,,0
2009,Attila Balazs,Clay,2,2,,,,0
2009,Ilija Bozoljac,Clay,1,0,,,,0
2009,Ilija Bozoljac,Hard,1,1,,,,0
2009,Paolo Lorenzi,Hard,1,0,,,,0
2009,Rajeev Ram,Grass,6,5,15.333333333333334,15.4,0.5999999999999996,0
2009,Rajeev Ram,Hard,8,3,18.625,19.666666666666668,5.000000000000002,2
2009,Nick Van Rosberg,Hard,1,0,,,,0
2009,Diego Galeano,Clay,4,2,,,,0
2009,Igor Andreev,Clay,20,10,14.866666666666669,17.4,0.5999999999999979,2
2009,Igor Andreev,Grass,5,3,23.0,27.0,2.666666666666668,1
2009,Igor Andreev,Hard,35,15,15.242336610757665,15.846153846153847,0.15384615384615508,2
2009,Marco Chiudinelli,Clay,1,0,,,,0
2009,Marco Chiudinelli,Hard,22,10,16.745454545454546,19.2,5.199999999999999,5
2009,Fabrice Santoro,Clay,3,0,,,,0
2009,Fabrice Santoro,Grass,11,7,17.181818181818183,18.142857142857142,6.857142857142856,4
2009,Fabrice Santoro,Hard,21,8,17.523809523809526,20.125,2.75,2
2009,Mathieu Montcourt,Clay,2,1,17.0,9.0,3.0,0
2009,Nikolay Davydenko,Clay,33,26,11.393939393939394,11.5,-2.3461538461538467,3
2009,Nikolay Davydenko,Grass,3,2,11.0,12.0,2.0,0
2009,Nikolay Davydenko,Hard,40,29,14.044999999999998,14.137931034482758,1.137931034482758,6
2010,Christopher Rungkat,Hard,3,2,,,,0
2010,Yuichi Sugita,Clay,2,0,,,,0
2010,Rodrigo Rappaccioli,Clay,1,1,,,,0
2010,Richard Bloomfield,Grass,4,3,19.5,20.333333333333332,7.999999999999998,2
2010,Cesar Ramirez,Clay,6,4,,,,0
2010,Yuki Bhambri,Hard,2,1,5.0,5.0,4.0,0
2010,Matthias Bachinger,Hard,3,1,13.333333333333334,15.0,-6.0,0
2010,Rogerio Dutra Silva,Clay,1,0,,,,0
2010,Olivier Patience,Clay,2,0,,,,0
2010,Alessio Di Mauro,Clay,2,1,18.5,23.0,2.0,0
2010,Christian Lindell,Clay,1,0,,,,0
2010,Fernando Gonzalez,Clay,15,10,16.233333333333334,17.25,4.875,3
2010,Fernando Gonzalez,Hard,9,5,20.0,21.2,3.3999999999999986,1
2010,Marco Antonio Rojas,Clay,1,0,,,,0
2010,Gino Meeuwsen,Hard,1,0,,,,0
2010,Jorge Aguilar,Clay,4,2,,,,0
2010,Tim Smyczek,Hard,5,1,16.6,13.0,4.0,0
2010,Juan Martin Aranguren,Clay,1,0,,,,0
2010,Peerakiat Siriluethaiwattana,Hard,2,2,,,,0
2010,Jan Hajek,Clay,18,9,10.5,12.75,1.875,0
2010,Jan Hajek,Grass,1,0,,,,0
2010,Jan Hajek,Hard,15,4,13.2,15.0,1.75,1
2010,Dusan Lojda,Hard,1,0,,,,0
2010,Michael Berrer,Clay,9,2,10.444444444444445,8.5,-2.5,0
2010,Michael Berrer,Grass,1,0,,,,0
2010,Michael Berrer,Hard,38,18,14.578947368421053,15.0,-0.22222222222222143,1
2010,Marcel Felder,Clay,2,0,,,,0
2010,Marcel Felder,Hard,1,1,,,,0
2010,Joao Souza,Clay,5,3,12.6,12.666666666666666,-6.000000000000002,0
2010,Juan Ignacio Chela,Clay,33,21,13.363636363636363,12.285714285714286,2.9523809523809526,4
2010,Juan Ignacio Chela,Grass,1,0,,,,0
2010,Juan Ignacio Chela,Hard,18,7,16.333333333333332,18.571428571428573,1.4285714285714306,2
2010,Young Jun Kim,Hard,1,0,,,,0
2010,Peter Luczak,Clay,16,2,16.1875,21.0,4.5,1
2010,Peter Luczak,Grass,6,3,13.5,14.333333333333334,-1.666666666666666,0
2010,Peter Luczak,Hard,14,6,16.459183673469386,16.5,3.0,1
2010,Andreas Beck,Clay,15,6,16.033333333333335,16.25,3.5,2
2010,Andreas Beck,Grass,5,3,22.8,20.333333333333332,4.999999999999998,1
2010,Andreas Beck,Hard,5,1,19.6,23.0,1.0,0
2010,Sergiy Stakhovsky,Clay,11,4,11.303030303030305,13.0,2.666666666666666,0
2010,Sergiy Stakhovsky,Grass,7,5,10.428571428571429,11.0,3.4000000000000004,0
2010,Sergiy Stakhovsky,Hard,34,18,15.555147058823529,17.4375,2.625,6
2010,Alexander Bury,Clay,1,0,,,,0
2010,Ergun Zorlu,Grass,2,0,,,,0
2010,Victor Hanescu,Clay,29,16,9.992042440318302,10.923076923076923,-3.0,1
2010,Victor Hanescu,Grass,3,2,21.666666666666668,20.5,1.5,1
2010,Victor Hanescu,Hard,18,8,12.88888888888889,13.125,-1.0,0
2010,Jose Hernandez,Hard,1,0,,,,0
2010,Grigor Dimitrov,Clay,1,0,,,,0
2010,Grigor Dimitrov,Grass,2,1,12.0,13.0,1.0,0
2010,Grigor Dimitrov,Hard,2,2,,,,0
2010,Philipp Petzschner,Clay,13,6,17.307692307692307,18.666666666666668,7.166666666666668,4
2010,Philipp Petzschner,Grass,7,5,19.714285714285715,18.4,1.3999999999999986,3
2010,Philipp Petzschner,Hard,20,10,17.45,18.7,5.5,3
2010,Sergio Galdos,Clay,1,1,,,,0
2010,Eleftherios Christou,Clay,1,0,,,,0
2010,Adrian Forberg Skogeng,Clay,1,0,,,,0
2010,Hugo Dellien,Clay,1,1,,,,0
2010,Santiago Gonzalez,Clay,1,0,,,,0
2010,David Ferrer,Clay,38,31,12.438294010889292,11.827586206896552,0.3448275862068968,4
2010,David Ferrer,Grass,4,3,23.25,23.333333333333332,2.333333333333332,0
2010,David Ferrer,Hard,42,26,15.09047619047619,14.653846153846153,-0.5769230769230766,4
2010,Giovanni Lapentti,Clay,2,0,,,,0
2010,Giovanni Lapentti,Grass,1,0,,,,0
2010,Giovanni Lapentti,Hard,2,0,,,,0
2010,Jaak Poldma,Hard,1,0,,,,0
2010,Danai Udomchoke,Hard,1,0,,,,0
2010,Blaz Kavcic,Clay,7,4,16.0,20.0,5.5,1
2010,Blaz Kavcic,Grass,2,0,,,,0
2010,Blaz Kavcic,Hard,6,3,11.0,10.0,-7.0,0
2010,Tobias Kamke,Clay,5,2,15.4,20.0,9.0,1
2010,Tobias Kamke,Grass,3,2,27.333333333333332,35.0,7.5,1
2010,Tobias Kamke,Hard,7,3,12.0,9.666666666666666,1.3333333333333321,1
2010,Michael Venus,Hard,3,1,,,,0
2010,Baris Erguden,Carpet,1,0,,,,0
2010,Marcos Baghdatis,Clay,14,8,20.5,19.625,5.875,4
2010,Marcos Baghdatis,Grass,3,0,,,,0
2010,Marcos Baghdatis,Hard,53,35,18.955403087478558,19.818181818181817,4.727272727272725,16
2010,Petar Jelenic,Hard,2,1,12.5,14.0,3.0,1
2010,Frederico Gil,Clay,16,11,14.419642857142858,15.428571428571429,1.8571428571428577,2
2010,Frederico Gil,Grass,1,0,,,,0
2010,Frederico Gil,Hard,8,1,11.0,18.0,-2.0,0
2010,Andrey Kuznetsov,Grass,3,1,18.0,9.0,4.0,1
2010,Andrey Kuznetsov,Hard,2,0,,,,0
2010,Roman Recarte,Clay,2,1,,,,0
2010,Roman Recarte,Hard,1,0,,,,0
2010,Bradley Klahn,Hard,1,0,,,,0
2010,Mauricio Echazu,Clay,1,1,,,,0
2010,Mauricio Echazu,Hard,1,0,,,,0
2010,Roger Federer,Clay,14,10,16.285714285714285,16.3,2.0,3
2010,Roger Federer,Grass,10,8,18.3,17.625,1.75,1
2010,Roger Federer,Hard,55,48,15.805029013539652,15.27659574468085,1.3829787234042552,9
2010,Abd Hazli Bin Zainuddin,Hard,2,1,,,,0
2010,Andis Juska,Carpet,1,0,,,,0
2010,Andis Juska,Hard,2,0,,,,0
2010,Robby Ginepri,Clay,6,3,22.833333333333332,25.333333333333332,4.333333333333332,1
2010,Robby Ginepri,Grass,3,1,9.0,11.0,3.0,0
2010,Robby Ginepri,Hard,13,4,18.153846153846153,14.5,1.0,2
2010,David Souto,Hard,2,2,,,,0
2010,James Lemke,Hard,1,0,,,,0
2010,Steve Darcis,Clay,5,2,18.0,25.0,10.0,0
2010,Steve Darcis,Hard,7,4,9.571428571428571,10.0,3.333333333333333,1
2010,Fredrik Ask,Clay,1,0,,,,0
2010,Fredrik Ask,Hard,1,0,,,,0
2010,Sunu Wahyu Trijati,Hard,3,2,,,,0
2010,Prakash Amritraj,Hard,1,0,,,,0
2010,Gaston Gaudio,Clay,1,0,,,,0
2010,Ivo Karlovic,Clay,4,2,14.25,15.0,-1.0,0
2010,Ivo Karlovic,Hard,22,15,13.792207792207792,14.428571428571429,-4.571428571428571,1
2010,Alvaro Raposo De Oliveira,Clay,1,1,,,,0
2010,Pedro Sousa,Clay,1,1,,,,0
2010,Martin Vassallo Arguello,Clay,2,0,,,,0
2010,Martin Vassallo Arguello,Hard,2,0,,,,0
2010,Dineshkanthan Thangarajah,Clay,2,1,,,,0
2010,Marcelo Arevalo,Clay,3,1,,,,0
2010,Ilya Belyaev,Hard,1,0,,,,0
2010,Christophe Rochus,Clay,4,0,,,,0
2010,Christophe Rochus,Grass,1,0,,,,0
2010,Christophe Rochus,Hard,6,0,,,,0
2010,Soren Wedege,Clay,1,1,,,,0
2010,Peter Gojowczyk,Clay,1,0,,,,0
2010,Jason Kubler,Hard,1,0,,,,0
2010,Luis David Martinez,Clay,2,0,,,,0
2010,Olivier Rochus,Clay,12,4,13.11904761904762,18.5,3.75,2
2010,Olivier Rochus,Grass,7,4,16.571428571428573,12.75,1.5,0
2010,Olivier Rochus,Hard,20,8,14.8,17.0,5.666666666666666,2
2010,Josselin Ouanna,Clay,4,2,16.0,22.0,10.5,2
2010,Josselin Ouanna,Hard,5,2,16.8,17.5,10.5,2
2010,Tsung Hua Yang,Hard,7,2,,,,0
2010,Weerapat Doakmaiklee,Hard,3,1,,,,0
2010,Thierry Ascione,Clay,1,0,,,,0
2010,Thierry Ascione,Hard,2,0,,,,0
2010,Edouard Roger Vasselin,Clay,2,1,21.0,29.0,10.0,0
2010,Edouard Roger Vasselin,Grass,1,0,,,,0
2010,Edouard Roger Vasselin,Hard,6,1,14.333333333333334,14.0,7.0,0
2010,Daniel Brands,Clay,6,1,17.166666666666668,15.0,3.0,0
2010,Daniel Brands,Grass,6,4,20.333333333333332,21.25,2.0,1
2010,Daniel Brands,Hard,16,4,13.8125,16.0,-2.0,1
2010,Franko Skugor,Clay,6,3,12.666666666666666,13.0,4.0,2
2010,Gilles Simon,Clay,3,1,18.333333333333332,17.0,-8.0,0
2010,Gilles Simon,Grass,6,4,22.333333333333332,26.0,7.333333333333332,0
2010,Gilles Simon,Hard,33,19,16.573975044563277,18.470588235294116,4.4117647058823515,8
2010,Murad Inoyatov,Hard,2,0,,,,0
2010,Brian Dabul,Grass,4,3,10.0,8.666666666666666,-4.666666666666668,0
2010,Brian Dabul,Hard,5,2,10.8,13.5,-8.5,0
2010,Reda El Amrani,Clay,3,2,18.333333333333332,22.0,2.0,0
2010,Martin Sayer,Clay,2,2,,,,0
2010,Florent Serra,Clay,16,8,13.75,16.125,2.5,2
2010,Florent Serra,Grass,4,1,19.5,25.0,3.0,0
2010,Florent Serra,Hard,26,10,18.76923076923077,23.2,5.099999999999998,3
2010,Andy Roddick,Clay,3,2,19.0,22.5,2.5,0
2010,Andy Roddick,Grass,6,4,17.0,14.25,-0.25,0
2010,Andy Roddick,Hard,57,42,13.192982456140351,13.142857142857142,-2.142857142857144,7
2010,Todor Enev,Clay,2,0,,,,0
2010,Todor Enev,Hard,1,0,,,,0
2010,Fernando Verdasco,Clay,29,22,10.793103448275861,11.454545454545455,-1.0,2
2010,Fernando Verdasco,Grass,1,0,,,,0
2010,Fernando Verdasco,Hard,35,21,15.17802197802198,15.142857142857142,-1.4285714285714306,4
2010,Feliciano Lopez,Clay,12,7,12.527777777777779,14.333333333333334,3.0,0
2010,Feliciano Lopez,Grass,8,5,18.625,20.4,3.3999999999999986,2
2010,Feliciano Lopez,Hard,31,15,17.716129032258067,20.4,2.799999999999997,4
2010,Filip Krajinovic,Clay,7,3,9.428571428571429,13.333333333333334,-5.999999999999998,0
2010,Filip Krajinovic,Hard,1,0,,,,0
2010,Ernests Gulbis,Carpet,2,2,,,,0
2010,Ernests Gulbis,Clay,16,11,12.1875,12.909090909090908,0.6363636363636349,1
2010,Ernests Gulbis,Hard,33,18,13.121212121212121,13.0,-0.9444444444444446,4
2010,Daniel Gimeno Traver,Clay,25,12,15.68,16.416666666666668,3.166666666666668,4
2010,Daniel Gimeno Traver,Grass,2,0,,,,0
2010,Daniel Gimeno Traver,Hard,16,6,15.75,19.0,0.6666666666666679,1
2010,Tzvetan Mihov,Hard,1,0,,,,0
2010,Tuna Altuna,Grass,1,0,,,,0
2010,Pablo Andujar,Clay,13,7,13.615384615384615,13.714285714285714,-1.1428571428571441,0
2010,Pablo Andujar,Hard,3,1,11.0,9.0,-9.0,0
2010,Tommy Robredo,Clay,11,5,10.454545454545455,8.0,-3.4000000000000004,0
2010,Tommy Robredo,Grass,2,0,,,,0
2010,Tommy Robredo,Hard,30,15,15.333333333333334,15.0,1.0,5
2010,Daniel Munoz de la Nava,Clay,2,1,20.5,30.0,16.0,1
2010,Filip Prpic,Clay,1,0,,,,0
2010,Filip Prpic,Hard,3,1,16.666666666666668,14.0,6.0,0
2010,Ricardo Mello,Clay,9,4,11.222222222222221,13.5,3.0,1
2010,Ricardo Mello,Grass,1,0,,,,0
2010,Ricardo Mello,Hard,8,3,19.71875,30.5,0.5,1
2010,Benjamin Balleret,Clay,2,2,,,,0
2010,Benjamin Balleret,Hard,3,1,,,,0
2010,Ryler Deheart,Hard,3,0,,,,0
2010,Grega Zemlja,Clay,3,2,22.0,27.0,6.0,0
2010,Grega Zemlja,Hard,8,5,18.875,17.0,6.5,1
2010,Martin Pedersen,Clay,3,2,,,,0
2010,Lazar Magdincev,Clay,1,0,,,,0
